Student_ID,Date,Subject,Attendance_Status
S02652,2024-09-18,History,PRESENT 
S11928,2024-11-06,English,excused
S11133,2024-05-28,History,left early
S09454,2024-11-28,Geography, late
S03884,2024-09-24,Math,Absent
S07737,2024-08-13,Arabic, late
S04818,2024-06-06,Math,Late
S04945,2024-09-06,Arabic,absnt
S07208,2024-06-26,Math,left early
S08332,2024-12-26,Science,excused
S06965,2025-02-19,English,PRESENT 
S08706,2024-11-30,Math,Present
S01595,2024-06-18,Science,excused
S05274,2024-12-23,Geography,Absent
S11966,2024-11-01,English,Present
S09947,2024-04-09,Math,left early
S05442,2024-12-05,English,Absent
S10947,2024-05-17,Geography,absnt
S01788,2025-02-11,Arabic,left early
S03097,2024-08-25,Arabic,excused
S11331,2025-01-09,Science,absnt
S02441,2024-05-07,Arabic,left early
S07636,2024-05-10,Science,Late
S02164,2024-03-13,Arabic,Late
S00769,2024-12-20,Math,excused
S07447,2024-12-17,Arabic, late
S11504,2024-04-20,Geography,PRESENT 
S11727,2025-02-01,Geography,absnt
S08995,2025-02-10,Science,Absent
S09377,2024-11-29,English,left early
S07647,2024-09-20,Geography, late
S07227,2024-05-03,Math,absnt
S05440,2025-03-07,English,Present
S00288,2024-10-30,Math,left early
S03017,2024-09-19,History,Present
S00437,2025-01-02,Math,Absent
S11333,2024-12-26,History,absnt
S09046,2024-07-27,History,left early
S02493,2025-01-13,Arabic,excused
S08301,2024-04-28,History,excused
S08935,2024-11-06,Arabic,left early
S09824,2024-07-01,Math,left early
S02048,2024-07-05,Science,PRESENT 
S00353,2024-09-11,History,excused
S10701,2024-11-17,Geography,left early
S02093,2025-02-08,English,PRESENT 
S09634,2024-11-29,Geography,excused
S02186,2024-04-19,Science, late
S10848,2025-02-06,History,Present
S09015,2024-10-03,Arabic,Absent
S07744,2024-10-09,Math, late
S10854,2024-06-28,History,excused
S08852,2024-04-05,English,excused
S04175,2024-10-02,Arabic,Absent
S07504,2025-02-15,English,absnt
S11396,2024-04-16,English,PRESENT 
S08110,2024-08-03,Science,Absent
S11769,2025-01-02,Geography,PRESENT 
S00652,2024-09-19,Math,Late
S02120,2025-02-09,Science,excused
S08775,2024-04-10,Science,excused
S00471,2025-01-21,History, late
S06345,2025-02-07,History,Present
S08413,2024-07-31,Math, late
S00844,2024-09-30,History,left early
S05719,2024-08-04,English,Present
S07515,2025-02-02,English,absnt
S03964,2024-07-08,Geography,Present
S11463,2024-04-02,Science, late
S01203,2024-05-10,Geography, late
S05418,2024-08-06,English,PRESENT 
S11000,2024-03-31,English,absnt
S10254,2024-06-30,Science,Absent
S10926,2024-06-06,English,Absent
S07491,2024-03-21,Arabic, late
S07461,2024-12-10,Geography,absnt
S09196,2024-11-28,History,Late
S02484,2024-12-07,Science,Present
S01155,2024-10-30,English,left early
S06290,2024-06-01,Math,Absent
S06637,2024-03-20,Geography,Absent
S10114,2024-08-10,Arabic,left early
S02072,2024-11-04,Science,excused
S05052,2024-03-10,Math, late
S00571,2024-12-20,Science,PRESENT 
S11331,2024-08-27,Arabic,PRESENT 
S10456,2024-06-15,Math,Present
S11721,2024-11-07,Geography,Late
S07372,2024-11-21,English,absnt
S06261,2025-01-06,History,excused
S07458,2024-06-22,Arabic,absnt
S00629,2024-11-21,Arabic,absnt
S06144,2024-11-16,Science,left early
S06881,2024-07-27,Science, late
S02780,2024-07-16,English,absnt
S02099,2025-02-11,Arabic, late
S05410,2025-01-28,Math,absnt
S03444,2024-05-02,Geography,left early
S11930,2025-03-08,Arabic,left early
S08958,2024-04-04,Math,Present
S05702,2024-07-01,Science,absnt
S08986,2024-03-19,Science,Absent
S06862,2024-06-04,Science,left early
S02264,2024-06-09,Science,Absent
S10149,2024-05-13,Geography,PRESENT 
S07227,2024-07-30,History, late
S11677,2025-01-25,Math,Late
S07382,2024-04-20,Geography, late
S00475,2025-02-18,Arabic,Absent
S12002,2024-08-10,Arabic,Present
S02711,2024-11-30,Science,Present
S02343,2024-06-03,English, late
S03262,2024-07-04,History, late
S00120,2025-02-16,Science,left early
S10534,2024-08-27,Math, late
S01495,2024-05-08,English,excused
S06617,2025-01-24,Arabic,Late
S02436,2024-11-17,Math,absnt
S02962,2024-09-19,Math,absnt
S00374,2025-03-07,Math,absnt
S00255,2024-09-02,English,absnt
S07591,2024-12-24,Science, late
S11223,2024-05-19,Arabic, late
S10289,2024-04-24,History,PRESENT 
S10866,2024-06-04,English,Late
S03028,2024-08-24,Math, late
S04736,2024-03-09,English,Absent
S06688,2024-10-15,Math,excused
S04714,2024-11-23,Geography,left early
S11527,2024-07-17,Science,PRESENT 
S11034,2024-11-07,Math,Late
S00323,2024-09-04,History,excused
S07512,2024-12-02,Math,absnt
S02143,2024-09-06,English,Late
S01970,2024-03-31,Science,left early
S04385,2024-10-31,Math,Late
S04796,2025-01-26,Arabic,absnt
S10312,2024-03-20,Arabic,left early
S00138,2024-09-16,English,Late
S05575,2024-03-22,History,excused
S03028,2024-04-13,History, late
S03369,2024-04-06,Geography,Present
S02321,2025-01-19,Math,left early
S07546,2024-07-07,Geography,left early
S02748,2025-02-02,English,Late
S10156,2024-11-07,English,Absent
S05981,2024-06-14,Geography,Absent
S08131,2025-02-19,Science,absnt
S01614,2024-07-22,Geography,Late
S02300,2024-09-02,Geography, late
S04924,2024-03-21,History,Absent
S01532,2025-02-10,English,absnt
S11875,2024-04-19,Math, late
S03807,2024-05-16,Geography,Present
S10740,2024-05-14,Arabic,PRESENT 
S01760,2024-06-16,Math,excused
S06876,2024-10-14,Math,Late
S10277,2024-07-21,History, late
S01101,2024-05-07,Math, late
S02258,2025-01-16,English,excused
S07400,2024-08-31,Geography,Present
S12125,2024-08-11,Arabic,Present
S07932,2024-08-25,English,left early
S05270,2024-10-10,Geography,PRESENT 
S03144,2024-10-12,History,Present
S08267,2024-04-20,History,Late
S05385,2024-04-24,Science,PRESENT 
S06372,2024-03-31,Geography,Absent
S10647,2024-09-16,Arabic,Absent
S00687,2024-12-21,Geography, late
S11440,2025-02-07,History,excused
S05624,2024-12-27,History,left early
S05858,2024-04-06,Science,left early
S08455,2024-06-13,History,absnt
S07666,2024-09-30,History,PRESENT 
S08320,2024-05-15,English,Present
S10793,2024-12-09,Geography,Absent
S05316,2024-07-12,Arabic,left early
S11900,2024-04-18,English,excused
S09168,2024-12-02,Arabic,left early
S06238,2024-03-28,English,absnt
S03874,2025-03-07,Arabic,left early
S04871,2024-04-30,Math,Late
S08664,2025-02-07,Geography,Absent
S01827,2024-05-01,Geography,Absent
S05758,2024-07-20,History,left early
S04185,2024-12-30,Science,left early
S01079,2024-03-15,Science,Absent
S01840,2024-07-28,Arabic, late
S11982,2024-05-07,Science,Present
S04720,2024-05-10,Geography,Absent
S02819,2024-07-23,English,PRESENT 
S04822,2024-08-16,Arabic, late
S08882,2024-03-15,English,absnt
S03421,2024-09-21,Math,left early
S08322,2024-11-15,English, late
S05935,2024-05-07,Math,left early
S10055,2024-12-05,Science,absnt
S02943,2025-02-09,English,excused
S00299,2024-09-16,Arabic,left early
S06158,2024-09-19,Science,Late
S05418,2024-08-09,Arabic, late
S08527,2024-11-24,Arabic, late
S00579,2024-10-29,Science,excused
S11484,2024-04-10,Geography,Absent
S01697,2024-12-05,Arabic,absnt
S00592,2024-08-28,Arabic,absnt
S03054,2024-06-10,Arabic,Present
S05572,2024-06-22,English, late
S00432,2024-06-24,Science,Present
S11955,2024-10-19,History,excused
S11736,2025-01-19,Science, late
S09128,2025-03-07,Arabic,left early
S05137,2024-03-18,Geography,PRESENT 
S06111,2024-07-13,Science,Absent
S06669,2024-08-26,Science,PRESENT 
S05252,2024-08-06,History,excused
S10920,2024-09-29,Arabic,Present
S06816,2024-05-30,Arabic,excused
S04925,2024-12-14,Arabic,excused
S09674,2024-12-10,Math, late
S08313,2024-06-30,English,left early
S05862,2024-05-04,History,left early
S01033,2024-07-22,Geography, late
S01492,2024-05-20,Science,left early
S04150,2024-05-15,English,left early
S07668,2025-01-25,Arabic,left early
S09146,2024-09-09,Math,Late
S07541,2025-02-22,Arabic,PRESENT 
S02333,2024-03-29,History,excused
S12093,2024-08-20,Arabic,Absent
S09232,2024-10-05,Math, late
S05910,2024-04-27,Geography,PRESENT 
S00013,2024-10-19,History,Late
S05019,2025-01-23,Science,Absent
S11633,2024-05-17,History,absnt
S10117,2025-01-25,English,Late
S09970,2024-10-02,Geography,left early
S06355,2024-07-20,English,Late
S11493,2024-03-14,Geography,Present
S09389,2024-11-10,Geography,Late
S10423,2024-09-11,Math,absnt
S01793,2024-03-10,Geography,Present
S02968,2024-08-21,English,Absent
S03270,2025-01-27,Math,Absent
S03988,2024-04-16,History,excused
S01017,2024-05-09,Science,Absent
S00206,2024-12-08,Science,Present
S11812,2024-05-11,Science,left early
S08375,2025-03-05,English,Present
S02701,2024-07-18,History,absnt
S07558,2024-04-19,Science,Late
S09889,2025-02-06,History,excused
S10788,2024-06-28,Science,absnt
S11404,2024-09-19,English,left early
S08122,2025-02-25,English,PRESENT 
S03290,2024-03-18,History,left early
S07887,2024-08-28,Science,Absent
S09621,2024-06-18,Science,PRESENT 
S07396,2024-11-11,Geography,excused
S08824,2024-08-31,Arabic,excused
S04473,2025-01-17,Arabic,excused
S06640,2024-09-16,Math,Late
S10534,2024-03-30,Math,left early
S00872,2024-03-16,Geography,left early
S11329,2025-01-04,Arabic, late
S03221,2024-05-21,History,PRESENT 
S07532,2024-11-24,Arabic,Absent
S10642,2024-08-09,Science, late
S08597,2024-04-13,Geography,left early
S01512,2024-05-21,English, late
S07633,2024-05-06,Geography,Present
S00060,2024-09-09,English,left early
S04566,2024-11-10,Arabic,left early
S06115,2025-03-02,Geography,left early
S04693,2024-05-12,History,Absent
S03234,2024-11-18,Math, late
S06491,2024-08-18,Geography,absnt
S04417,2024-08-25,English,PRESENT 
S07670,2024-05-02,Arabic,left early
S02932,2024-07-24,Arabic,excused
S06173,2024-09-30,History,PRESENT 
S01880,2024-05-07,History,Present
S07984,2024-06-16,English, late
S02146,2024-11-01,History, late
S08756,2025-02-12,English,Absent
S02198,2024-09-23,Geography, late
S06271,2024-12-01,Geography,absnt
S08053,2024-10-02,Math,excused
S08816,2024-07-26,Geography,Present
S00952,2024-04-07,History,excused
S03966,2024-06-01,English,PRESENT 
S04361,2024-09-02,Science,left early
S11472,2024-10-16,History,Late
S04502,2024-03-14,English,Late
S10550,2025-02-08,English,PRESENT 
S00269,2024-03-16,History,excused
S09301,2024-05-23,Science,Late
S07278,2024-10-09,History,PRESENT 
S05054,2024-09-01,Science,PRESENT 
S03265,2025-03-05,Science,PRESENT 
S10560,2024-09-22,English,Present
S03397,2024-04-29,Science,Present
S09705,2024-11-09,Geography,excused
S01969,2024-05-10,Math,Present
S07878,2024-11-23,Science,PRESENT 
S01703,2024-10-29,Arabic, late
S03896,2025-03-02,History,Present
S04421,2025-01-02,Science,Present
S07919,2024-03-22,History,PRESENT 
S12126,2024-04-18,Geography,Late
S07801,2024-08-30,Arabic,absnt
S11063,2024-03-26,Math, late
S00364,2024-05-23,Arabic,Late
S05404,2024-09-03,Geography,Present
S05308,2024-12-16,History,Absent
S06242,2025-02-16,Science,excused
S02363,2024-09-13,English,absnt
S04194,2024-04-25,Geography,Absent
S09521,2025-01-28,Geography, late
S10791,2024-03-28,English,excused
S09934,2024-06-09,Arabic,left early
S04694,2024-04-13,Math,excused
S07327,2025-02-14,Science,Present
S05570,2024-12-07,History,left early
S07549,2025-02-11,Science,Absent
S04292,2024-04-02,Science,Present
S11013,2024-12-10,Math, late
S07891,2024-06-30,Science,Present
S02498,2024-06-06,Arabic,Present
S02158,2024-09-29,History,PRESENT 
S02633,2024-07-04,Arabic,excused
S09568,2024-06-22,History,Late
S09203,2024-11-29,English,Present
S08837,2024-04-26,Math,excused
S06626,2024-07-05,English,Present
S00441,2024-05-24,English,PRESENT 
S00342,2024-09-23,Math,left early
S10045,2025-02-19,History,Present
S04906,2024-11-06,Science,Absent
S01908,2024-11-24,Math,PRESENT 
S01657,2024-05-30,History,absnt
S03212,2024-07-25,Arabic,excused
S11834,2024-12-16,Geography,Absent
S05819,2024-03-19,Science,PRESENT 
S12020,2024-06-01,Science,PRESENT 
S06720,2024-07-20,Geography,Present
S06378,2024-06-20,Math,Absent
S01984,2024-12-04,Arabic,Late
S08280,2024-06-10,English,left early
S12060,2024-08-10,Geography,absnt
S01260,2024-05-10,Science,Late
S11728,2024-03-30,Arabic,left early
S10363,2024-07-08,English,excused
S06718,2024-11-22,Arabic,Late
S10145,2024-07-02,Science,Present
S09807,2024-09-13,History,PRESENT 
S10309,2024-08-05,Arabic, late
S08744,2024-12-06,English, late
S02965,2025-02-20,History,Absent
S04865,2024-06-01,English,absnt
S06748,2025-02-28,History, late
S05322,2025-02-26,History, late
S05586,2024-08-19,English,Absent
S02319,2024-05-25,Arabic,excused
S02050,2024-09-07,Arabic,absnt
S05853,2024-10-25,Geography,absnt
S02695,2024-12-21,Geography,absnt
S00796,2024-04-15,Math,Absent
S11611,2024-07-22,Math,Present
S03932,2024-04-26,Geography, late
S04700,2024-07-29,History,Absent
S08138,2024-10-24,Science,excused
S07353,2024-10-08,Science,absnt
S06387,2024-10-09,History,absnt
S04197,2024-06-05,Geography, late
S04961,2025-03-05,Geography,excused
S01969,2024-10-08,Arabic,left early
S03937,2024-12-11,Math,Absent
S01915,2025-02-22,English,PRESENT 
S11743,2024-10-28,History, late
S03475,2024-05-31,English,Present
S03960,2025-01-06,Math,Present
S07610,2024-10-01,History,Late
S05687,2024-05-14,Science,PRESENT 
S02495,2024-04-10,Arabic,left early
S01389,2025-01-10,Geography,Present
S10834,2024-12-09,English,Present
S06734,2024-08-17,Science,Late
S02597,2024-08-01,Science,left early
S03510,2024-12-04,English,Late
S10257,2025-01-23,Geography,excused
S08157,2024-05-15,Math,PRESENT 
S08805,2024-05-12,Arabic,PRESENT 
S08432,2024-09-17,Geography,Late
S11324,2024-07-23,Geography,Present
S04753,2024-10-11,History,Absent
S08288,2024-12-19,Math,left early
S05796,2025-01-19,Math, late
S08733,2024-04-24,Arabic,PRESENT 
S00265,2024-08-08,Arabic,PRESENT 
S00339,2024-07-09,Science,absnt
S08147,2024-08-09,Science,left early
S02221,2025-02-18,English,Present
S06166,2025-02-11,Geography,PRESENT 
S08389,2024-09-15,Geography,PRESENT 
S05848,2025-01-20,Geography,absnt
S03987,2024-06-30,Math,Absent
S03583,2024-10-31,Math,PRESENT 
S05137,2024-10-24,Geography,excused
S06239,2024-09-11,Arabic,absnt
S08377,2024-11-06,Geography,PRESENT 
S11796,2024-04-21,Arabic,Present
S03945,2024-03-28,Science,Absent
S09018,2024-10-06,Geography,Absent
S07821,2024-03-31,Arabic,Absent
S05397,2024-05-08,Geography,Absent
S08494,2024-11-19,History,Present
S10721,2024-06-06,History, late
S05508,2024-05-23,English,left early
S01023,2024-10-07,History,Late
S03801,2024-04-11,Science, late
S03221,2024-08-09,Science, late
S02453,2024-07-27,Geography,Late
S10671,2025-01-14,History,Absent
S00905,2024-10-18,Arabic,Late
S00428,2025-03-04,English,Late
S06032,2024-03-17,History,PRESENT 
S09495,2024-07-17,Science,Late
S08163,2024-05-03,Arabic,PRESENT 
S05807,2024-09-28,Math,Late
S10399,2024-07-16,Geography,Absent
S02724,2024-05-15,Geography,absnt
S00710,2024-10-01,Geography,Absent
S03212,2024-04-04,English,left early
S00593,2025-03-05,Math,Late
S11557,2024-11-18,Science,PRESENT 
S03204,2024-05-10,Math,PRESENT 
S09457,2024-05-04,Science,PRESENT 
S10391,2024-10-12,Geography, late
S11887,2024-11-06,Arabic,Late
S06550,2024-06-28,Arabic,Absent
S11924,2024-11-02,History,Present
S11665,2024-07-15,Geography,Present
S10683,2024-07-01,Math,PRESENT 
S06860,2025-01-16,Geography,absnt
S05512,2025-02-04,Arabic,PRESENT 
S05892,2024-03-12,Math,PRESENT 
S00130,2024-12-29,Geography,absnt
S05600,2024-03-14,English,Late
S11586,2025-02-17,Arabic,left early
S03303,2024-06-10,History,Present
S01732,2024-04-08,English,Late
S05485,2025-01-15,Geography,Late
S03753,2024-04-20,English, late
S01592,2024-04-16,Math,Late
S00140,2024-04-06,English,Late
S08356,2024-11-15,Geography,Present
S04194,2025-01-20,Math,PRESENT 
S07667,2024-03-11,English,absnt
S08326,2024-04-11,Science, late
S03644,2024-09-02,Geography,Present
S00734,2024-09-27,English,PRESENT 
S11858,2024-08-08,History,left early
S09880,2024-06-08,Science,absnt
S04646,2025-02-02,English, late
S09197,2024-12-26,Geography,excused
S09856,2024-07-11,Geography,left early
S09476,2024-03-14,Geography,absnt
S11671,2024-06-15,Math,absnt
S08069,2024-06-08,Science,excused
S01263,2025-01-03,History,left early
S04067,2025-01-17,Math,Late
S11545,2025-03-09,English,Absent
S01358,2024-12-19,Arabic,absnt
S00179,2024-12-30,Science,PRESENT 
S11610,2024-05-19,Geography,excused
S05058,2024-11-18,Math,PRESENT 
S11716,2025-02-17,Science,Present
S07029,2024-08-05,History, late
S07161,2025-01-21,Math,Present
S06118,2025-01-14,History,Absent
S09502,2025-01-18,Geography,Late
S02826,2024-10-02,History,Absent
S09286,2025-01-11,Science,PRESENT 
S05812,2025-03-08,History,Absent
S10278,2024-12-11,History,Late
S06976,2024-12-12,Geography,Late
S11358,2024-09-20,History,PRESENT 
S08964,2025-02-11,Science,absnt
S07784,2025-01-27,History,absnt
S10436,2024-08-03,Science,Present
S11904,2024-06-05,Science,Late
S03681,2024-10-16,Math,PRESENT 
S00104,2025-01-23,History,Absent
S03158,2025-02-22,History,Present
S06733,2025-02-04,Math,PRESENT 
S10017,2024-12-11,Arabic,Absent
S04579,2024-08-10,English,excused
S06308,2024-11-11,English,Absent
S00304,2024-06-21,Geography,Absent
S06985,2024-03-21,Geography,Absent
S01908,2024-05-02,Geography,Absent
S06240,2024-11-17,Math,Absent
S10771,2024-11-01,Arabic,Late
S11912,2025-01-11,Math,absnt
S09716,2024-12-03,Math,Absent
S08254,2024-05-25,English,Present
S09830,2025-01-03,Science,excused
S05343,2024-06-26,Arabic,absnt
S07303,2024-03-13,Math, late
S06324,2025-02-14,Math,Late
S07829,2024-04-15,Arabic,Absent
S11671,2024-04-19,Geography,absnt
S02099,2025-03-01,Arabic,Present
S10411,2024-11-15,Science,Present
S05358,2024-08-13,History, late
S11133,2024-04-15,Science,absnt
S09003,2025-01-17,History,Late
S12078,2024-10-05,Math,absnt
S07513,2024-10-02,History,PRESENT 
S01787,2024-12-05,History, late
S06874,2024-05-07,Science, late
S02516,2024-07-26,Science,PRESENT 
S03242,2024-08-22,Geography, late
S08170,2024-12-04,Arabic, late
S08360,2024-08-23,Math,Present
S01203,2024-05-31,Arabic,PRESENT 
S00366,2025-01-17,Math,absnt
S01736,2025-01-07,Arabic,Present
S00913,2025-02-24,Science,excused
S10820,2024-06-24,English,left early
S09380,2024-04-23,Arabic,Absent
S01309,2024-12-16,Math,absnt
S12067,2025-02-20,Math,PRESENT 
S10940,2024-10-08,Arabic,left early
S04634,2025-03-09,Math,Late
S11979,2024-05-21,Arabic,absnt
S06043,2024-07-05,Geography, late
S01410,2024-10-12,Arabic,left early
S07487,2025-01-28,Science,Present
S00738,2024-07-22,English,Late
S09709,2024-06-30,Math,left early
S10514,2024-06-05,Arabic,Present
S00253,2024-11-16,History, late
S08071,2024-12-06,Math,excused
S04170,2025-01-27,Arabic,Present
S05711,2024-12-30,Science,Late
S04912,2024-12-11,Math,Late
S01274,2024-09-22,Math,excused
S01487,2025-02-23,History,Absent
S10367,2024-05-07,Science,Present
S07780,2024-05-26,Geography,excused
S09588,2024-06-24,Arabic,left early
S02247,2025-01-05,English,Late
S09724,2024-11-28,Science,Present
S03539,2024-05-04,Science,left early
S11565,2024-08-22,Arabic, late
S08867,2024-11-08,History,PRESENT 
S00661,2025-01-19,English,Present
S03726,2024-03-29,Math,Present
S00094,2024-12-21,Math,Present
S08018,2025-03-04,Science,Absent
S00606,2025-01-13,Geography, late
S07765,2024-12-29,Arabic,Late
S09643,2024-10-01,History, late
S11548,2024-11-24,History, late
S06333,2025-01-29,Arabic, late
S08104,2024-10-19,Math, late
S10120,2024-10-15,Math, late
S06057,2024-09-03,Arabic,Absent
S10463,2024-10-31,History,Late
S09365,2024-10-16,Science,Late
S10640,2024-09-03,English,left early
S11405,2024-04-24,Arabic,Late
S05297,2024-09-27,Science,Absent
S02192,2024-09-19,History,PRESENT 
S08903,2024-04-29,Math,absnt
S06116,2024-08-14,Arabic,Present
S05846,2024-04-08,English,Present
S05611,2024-03-09,English,Late
S02898,2024-05-08,English,excused
S06659,2024-06-26,Science,Late
S02541,2024-09-07,Science,Late
S10921,2024-08-30,Science,PRESENT 
S05904,2025-01-25,English,PRESENT 
S07901,2024-11-26,Math,Present
S09243,2025-02-14,English,absnt
S09581,2024-09-23,Science,Late
S11620,2024-07-06,Math,absnt
S03831,2024-10-13,Math,Late
S09455,2024-03-26,Geography,Absent
S05880,2024-08-27,Arabic,Present
S01957,2024-06-29,Science, late
S07459,2025-02-17,Arabic,excused
S02989,2024-05-04,Geography, late
S09312,2025-01-20,Arabic,excused
S04989,2024-05-04,History,excused
S07043,2024-06-22,Math,left early
S09778,2024-06-27,Math,PRESENT 
S09334,2024-09-30,English,left early
S06322,2024-08-05,Science,Present
S08773,2024-04-26,Math,PRESENT 
S07698,2024-07-01,Arabic,left early
S00671,2025-03-05,Science,absnt
S01757,2025-01-03,Geography,PRESENT 
S04708,2025-02-14,Science,left early
S02854,2024-03-17,History,excused
S08599,2025-01-18,Geography,left early
S05872,2024-12-30,Geography,absnt
S06573,2024-07-15,Geography,absnt
S08664,2024-11-17,Science,excused
S05433,2024-10-22,Arabic,Present
S10417,2024-10-13,Arabic, late
S02804,2024-11-14,English,absnt
S09796,2024-04-21,English,Absent
S04980,2024-09-15,Science,left early
S03339,2024-09-20,Geography,Late
S08279,2024-07-01,Geography,PRESENT 
S02091,2024-12-09,Science,Absent
S05263,2024-09-30,Math, late
S08513,2024-10-01,Arabic, late
S02310,2024-07-25,Arabic,Absent
S03276,2025-01-29,Arabic,excused
S04296,2024-05-19,Arabic,left early
S07154,2024-03-26,Arabic,excused
S11540,2024-05-22,Science,left early
S01838,2024-09-11,History,left early
S04249,2024-07-03,Geography,left early
S09733,2024-03-21,English,Absent
S12031,2024-10-30,Arabic,Absent
S02891,2024-08-26,Science,Present
S07623,2024-12-19,History,PRESENT 
S07034,2025-02-09,English,PRESENT 
S01266,2025-03-02,Math,absnt
S12030,2024-11-25,History,PRESENT 
S03477,2024-08-15,Science,Late
S05927,2024-05-16,Science, late
S00507,2024-08-16,Geography,absnt
S00189,2024-07-01,Math,Present
S02672,2024-09-14,English, late
S11312,2025-01-02,Science,PRESENT 
S00128,2024-10-09,Geography,PRESENT 
S05610,2024-12-20,Arabic,left early
S03302,2025-01-18,Science,PRESENT 
S05400,2024-08-26,Math,Late
S03472,2024-10-04,Math,PRESENT 
S11012,2024-08-31,History,excused
S01266,2024-07-06,English, late
S01260,2024-03-14,Science,Late
S03730,2024-08-27,History,PRESENT 
S05218,2024-04-09,Science,absnt
S01492,2024-12-11,History,excused
S04091,2024-05-21,English, late
S10352,2024-09-01,Arabic,excused
S09525,2025-02-18,Geography,absnt
S09998,2024-12-15,Arabic,absnt
S03742,2024-11-10,History,Late
S07301,2024-11-23,Math,Late
S05157,2024-06-22,Arabic,PRESENT 
S01070,2024-11-05,English,Absent
S08137,2024-08-14,Geography, late
S00727,2024-09-14,Math,left early
S10838,2025-01-06,Arabic,Absent
S04274,2024-05-23,Arabic,PRESENT 
S04242,2024-10-08,Math,Late
S11219,2024-05-26,Geography,Late
S06260,2024-03-31,English, late
S02563,2024-06-11,Geography,absnt
S06539,2024-06-17,English,Present
S00379,2024-06-11,Geography,absnt
S00085,2024-12-21,Math,Late
S05818,2024-05-28,English,absnt
S00887,2024-09-24,Science,excused
S04281,2024-08-10,Science, late
S08860,2024-09-27,Geography,Absent
S11717,2024-04-19,History, late
S00188,2024-09-10,Geography,left early
S10840,2024-10-09,Geography,Absent
S05946,2024-12-07,Geography,excused
S09654,2024-04-28,Math,Present
S07619,2024-05-28,Arabic,Late
S05304,2025-02-20,Science, late
S01734,2024-03-21,History,Present
S05532,2024-05-15,History, late
S10866,2024-09-28,Math,Present
S09670,2024-08-31,Math,left early
S10556,2024-09-22,English,absnt
S04552,2024-05-15,History,excused
S03264,2024-08-31,History,absnt
S05503,2024-07-16,Geography,absnt
S00954,2024-10-19,Science,excused
S11028,2024-11-24,Math,Present
S00869,2025-01-23,History,PRESENT 
S09235,2024-11-04,Arabic,excused
S11187,2024-11-30,Science,left early
S09300,2024-03-16,Science,Late
S07170,2024-07-26,English,Present
S06683,2024-03-18,English,excused
S04958,2024-10-01,Science,Late
S11460,2024-06-21,Arabic,PRESENT 
S11700,2024-05-18,Science,PRESENT 
S06532,2024-03-11,Science, late
S09527,2024-06-21,Arabic,absnt
S07898,2024-06-20,Math,Present
S05484,2024-05-12,English,Absent
S02621,2024-05-04,Math,Absent
S02239,2024-06-12,History,Present
S11810,2025-01-26,Geography,Absent
S05136,2025-02-07,English, late
S05735,2024-03-14,History,left early
S08508,2024-11-04,English,excused
S02705,2024-03-18,Arabic,excused
S08087,2024-12-18,Geography,Late
S03810,2024-10-28,Arabic,excused
S09266,2024-06-25,Science,absnt
S02906,2024-05-01,History,Absent
S01425,2024-05-03,History,Absent
S05536,2024-11-23,English,Late
S00759,2024-07-30,History,absnt
S10019,2024-09-29,History,absnt
S10020,2025-01-12,Math,Present
S05976,2025-01-11,Science,Present
S08651,2024-08-23,Arabic,left early
S01705,2024-08-11,Science, late
S02722,2024-10-30,History,Absent
S05822,2024-04-23,Math,absnt
S01054,2024-03-26,History,Absent
S00615,2024-12-20,Geography,absnt
S08282,2024-07-23,Geography,Late
S05474,2024-04-05,English, late
S10996,2024-07-02,History,excused
S08462,2024-04-25,English,excused
S04756,2024-11-27,Math,left early
S04176,2024-04-10,Geography,excused
S07123,2024-11-13,English, late
S07154,2024-07-01,Science,left early
S00046,2025-03-06,Science, late
S00878,2024-11-11,Arabic,absnt
S02132,2024-12-19,Science,Late
S08802,2024-07-17,Arabic,Present
S00127,2024-03-20,History,absnt
S05176,2025-02-23,Arabic,Present
S08155,2025-01-22,Math,Late
S07998,2024-08-01,Geography,excused
S08166,2025-01-29,History,PRESENT 
S01398,2024-12-30,Arabic,left early
S11664,2024-11-07,Arabic,left early
S01065,2024-05-04,Geography,absnt
S00107,2024-08-27,Arabic,Present
S04975,2024-08-31,Science,Late
S07443,2024-05-12,English,left early
S00210,2024-08-18,Science,excused
S06491,2024-03-10,History,Late
S03435,2024-07-09,History,excused
S10235,2024-06-09,History,left early
S06030,2025-01-30,History,left early
S11357,2024-12-22,Geography,left early
S06498,2024-10-30,Arabic,Absent
S00980,2024-12-26,Geography,PRESENT 
S05292,2024-04-09,Science, late
S11506,2024-07-22,Science,left early
S11567,2024-09-10,Science,PRESENT 
S09981,2024-09-01,Geography,left early
S08280,2024-05-22,Math,left early
S12134,2024-11-19,Math,PRESENT 
S00336,2024-05-09,History,left early
S06801,2024-05-29,Geography,excused
S03949,2024-11-08,Science,absnt
S12070,2025-02-21,Math,Late
S00400,2024-05-03,Math,excused
S09496,2024-10-19,Science,PRESENT 
S10184,2025-01-28,Math,absnt
S04529,2024-11-23,History,absnt
S10931,2024-07-19,Arabic, late
S05946,2024-10-25,Math,PRESENT 
S05002,2024-04-11,Science, late
S07378,2024-12-03,Math,left early
S09160,2024-04-14,Math,Present
S01824,2024-07-06,Math,Present
S05267,2024-03-18,Arabic,Late
S02897,2024-06-26,English,PRESENT 
S05952,2024-09-21,English,PRESENT 
S00557,2024-10-07,Math,Absent
