OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice
REC-764198,5365,Lentil Chips,Snackrite,615.0,United Kingdom,2025-03-17,19.13
REC-316744,11025,Lindt Lait Extra Fin,Lindt,100.0,Fr,2024-09-27,16.04
REC-601543,11146,Pick Up Choco X,-,168.0,France,2024-09-16,20.76
REC-204201,6171,Fourré Figues,Gerblé,180.0,Fr,2024-09-09,21.42
REC-316418,14598,Curry Cauliflower Bites,Holland & Barrett,171.0,United Kingdom,2024-06-19,10.02
REC-260803,9776,Tartelettes Chocolat Caramel,Bonne Maman,135.0,Belgium,2024-08-11,5.02
REC-561609,6283,Tablette Dégustation Chocolat Noir G,Ivoria,100.0,France,2025-04-19,21.76
REC-993869,14044,Chips Craquante Sel Brets,Bret'S,125.0,France,2024-07-27,23.05
REC-104547,9830,Hanuta ErPack,Ferrero,2201022.0,France,2025-02-12,15.14
REC-437468,9108,Onduladas Campesinas,Risi,35.0,Morocco,2025-07-01,20.42
REC-221393,13322,Fennel Seed Tarallini,Crosta & Mollica,170.0,United Kingdom,2025-04-17,12.68
REC-452478,12790,Caramel,Lindt,100.0,Gb,2024-11-16,12.68
REC-868294,10244,Sweet Salty Popped Crisps,Popworks,85.0,Ireland,2025-11-13,19.41
REC-992864,10746,Chipsfrisch Ungarisch,Funny-Frisch,150.0,Deutschland,2025-07-01,6.39
REC-218134,11246,,-,180.0,Morocco,2024-05-16,12.58
REC-955523,8057,Noir ,Biocoop,100.0,France,2024-02-24,16.04
REC-218768,6370,Matin Chocolat,-,200.0,France,2024-02-21,22.75
REC-382273,6367,Macaroni Cheese With Bacon,Woolworths Food,200825.0,Bulgaria,2025-04-10,18.36
REC-346482,14372,Véritable Petit Beurre🧈,-,25.0,Belgium,2024-04-18,20.4
REC-408869,7478,Le Palmier,Bjorg,100.0,France,2025-06-21,9.72
REC-609749,13831,Fourrés Goût Citron,Bjorg,225.0,France,2024-06-04,23.43
REC-518995,11640,Nicaragua Grand Cru Waslala ,-,100.0,France,2025-03-02,1.33
REC-294094,9642,Dessert ,Aiguebelle,100.0,France,2025-03-31,10.89
REC-236778,6005,Tentation Croque Lait Aux Noisettes Suprêmes,Aiguebelle,100.0,France,2024-07-07,12.5
REC-679537,7701,Regaña,Hacendado,250.0,Rumania,2025-04-28,19.89
REC-504192,9185,Galleta Dorada,Gullón,250.0,France,2024-07-29,11.36
REC-884903,7594,Tortilla Chips,Stockwell & Co.,180.0,United Kingdom,2024-09-20,19.56
REC-120400,11836,Wholegrain Ryvita Crackerbread,Ryvita,125.0,United Kingdom,2025-02-25,20.12
REC-742848,14075,Sablés Pavot Coco,-,132.0,France,2025-02-14,17.98
REC-993045,11096,Choco Tablet Zero Sin Azúcares,Anturios,150.0,Marruecos,2025-08-17,17.7
REC-276484,5450,Extra Dark Cocoa,Fin Carré,100.0,Belgium,2025-10-15,21.94
REC-380641,6676,Donut,Be,50.0,Morocco,2024-03-07,1.21
REC-590661,5746,Bio Crackers,Maître Jean Pierre,200.0,France,2025-01-20,23.7
REC-298768,6956,Melty Be,Be,40.0,Morocco,2024-04-08,20.37
REC-173877,11980,,-,180.0,Morocco,2024-02-23,21.29
REC-900752,9555,Digestive Sin Azúcares,Gullón,400.0,Spain,2024-07-04,1.0
REC-234370,8993,Chocolat Noir Amande Et Écorces DOrange,Lidl Jd Gross,125.0,France,2024-08-20,4.58
REC-302639,14765, Gaufrettes Saveur Cacao,Brun,146.0,France,2024-05-30,21.72
REC-392128,8230,Brioche Tressée Pépites De Chocolat,Pasquier,630.0,France,2024-05-26,9.52
REC-332397,10763,Mon Chéri,Mon Chéri,157.0,France,2024-10-26,2.0
REC-834378,9927,Anglesey Sea Salt Crisps,Pipers,150.0,France,2025-10-24,13.22
REC-365424,5254,Lotus Gaufre De Liège Chocolat G XP,Lotus,363.0,France,2024-07-31,12.68
REC-610291,6868,Chocolat Dessert Noir ,Aiguebelle,175.0,France,2025-06-03,23.2
REC-582086,8981,Milka Choco Mini Stars,Milka,150.0,Bulgaria,2025-08-26,23.81
REC-137989,8808,Choco Wafer,Milka,180.0,France,2025-07-24,16.73
REC-664778,11341,Pelotazos,Cheetos,130.0,Portugal,2025-01-30,17.13
REC-710479,7970,Eat Natural Bar PeanutChocolate G,Eat Natural,45.0,France,2024-02-29,14.94
REC-800626,5120,Kiddylicious Veggie Straws Saveur Légumes G XG,Kiddylicious,48.0,France,2024-12-04,7.79
REC-476792,10960,Barquillos Chocolate Zero Sin Azúcares,Gullón,60.0,Morocco,2025-01-04,13.46
REC-882161,13789,,Ferrero Rocher,90.0,Belgium,2025-12-11,12.58
REC-389541,8760,Sweet Salty Nut,Nature Vallley,30.0,France,2025-04-04,12.68
REC-659487,5267,Mini Cheddars,-,180.0,Gb,2024-11-21,21.51
REC-436451,5050,Barres De Céréales Fraises Et Framboises X ,Crownfield,1248.0,France,2025-06-24,1.48
REC-164384,14291,,Nestle,200.0,Morocco,2025-08-29,12.58
REC-668201,14522,Oatcakes Organic,Nairn'S,250.0,France,2025-10-23,21.37
REC-559769,9717,Multigrain Crackers,Rivercote (Lidl),170.0,France,2025-03-28,11.18
REC-163843,7058,Mélange De Noix Et Pistaches,Alesto,200.0,Bulgaria,2024-06-11,5.69
REC-389627,7968,Petit Écolier Tendre Coeur Au Lait,Lu,120.0,France,2025-05-10,15.77
REC-291625,9280,Tartines De Pain MultiCéréales,Pasquier,240.0,France,2025-01-16,3.97
REC-215939,12008,Tzatziki,Blini,200.0,France,2024-12-25,12.68
REC-460105,9017,Chocolat Noir Cacao,Marque Repère,300.0,France,2024-06-08,18.01
REC-111592,12951,Chocolat Noir Togo,Alter Eco,90.0,France,2024-09-29,8.08
REC-965114,7928,Maltesers G,Maltesers,175.0,Algeria,2024-11-10,3.1
REC-143795,12084,Sweet Salty Popcorn,Propercorn,30.0,France,2024-10-22,7.0
REC-327611,14977,Caprice,Papadopoulos,115.0,Bulgaria,2025-02-06,20.17
REC-663235,14945,Horno Al Punto De Sal,Lay'S,150.0,Italia,2025-07-30,21.66
REC-216026,13503,Snack Pipas,Anitin,166.0,Espanha,2025-05-15,19.74
REC-755317,12628,Sour Cream Onion Potato Chips,Popchips,85.0,Gb,2024-10-25,12.84
REC-981342,9462, Crêpes Chocolat,Whaou,8.0,France,2024-06-05,2.36
REC-710952,10977,Savoury Crackers,Savour Bakes,200.0,Gb,2024-02-22,21.86
REC-507409,5862,Major,Saïda,9637.0,Morocco,2025-03-18,15.89
REC-977027,11506,Clorets,Clorets,15.0,Morocco,2025-11-07,4.26
REC-645017,5017,Ready Salted Grab Bag Crisps,Walkers,45.0,United Kingdom,2024-09-20,12.01
REC-651702,8050,Digestive,-,400.0,Croatia,2024-10-10,7.31
REC-534429,13627,Erdnüsse Geröstet Gesalzen,Ültje,180.0,Österreich,2026-01-20,8.42
REC-247463,5655,Choco Tom Gaufrettes,Tom,100.0,Tunisia,2025-10-17,2.12
REC-789412,11990,Sablés Beurré Nantais,Lu,130.0,France,2025-11-24,16.52
REC-999404,14703,Grany Fraise 🍓 Framboise,Lu,108.0,France,2025-10-22,11.64
REC-130511,6344,Laus Nature,Lay'S,150.0,France,2025-02-09,7.02
REC-917059,12881,DS Bugles Goût Nature,3D'S Bugles,85.0,France,2025-02-14,5.19
REC-183053,6705,Gerblé Choco Hazelnut Filled Cake G Oz,Gerblé,200.0,France,2025-09-03,8.48
REC-511759,7039,Galette Épeautre Son DAvoine,Bjorg,182.0,France,2025-05-07,14.72
REC-974820,9615,Pain DÉpices Au Miel,Brossard,350.0,France,2024-08-30,15.66
REC-624871,13121,Barbeque Flavour Popped Potato Snacks,Popchips,85.0,France,2025-05-21,23.22
REC-161412,6432,Original Oreo,Oreo,352.0,Belgium,2025-10-24,5.2
REC-507617,10369,Takis Fuego G,-,90.0,Morocco,2025-12-05,17.94
REC-583819,12795,Cacahuètes Grillées Sans Sel Ajouté,Carrefour,200.0,Belgium,2025-04-01,18.06
REC-386157,7846,Le Petit Beurre,Lu,167.0,Gb,2025-01-18,11.23
REC-814427,14101,Pringles Salt Vinegar,Pringles,185.0,Germany,2024-08-16,12.39
REC-816700,9477,Jelly Snakes,The Natural Confectionery Co.,130.0,Switzerland,2025-02-08,10.41
REC-837125,9228,Madeleine,Bonne Maman,175.0,France,2025-10-15,5.7
REC-185893,7422,Poulain Noir Extra G,Poulain,200.0,France,2024-02-09,6.39
REC-475215,14944,Snack A Jacks Caramel Rice Cakes,Snack-A-Jacks,159.0,France,2024-06-15,20.09
REC-527082,10476,Jacobs Savours Salt And Black Pepper Bakes,Jacobs,200.0,France,2025-04-01,4.02
REC-943230,8023,Dark Chocolate Cocoa,-,80.0,Romania,2025-11-19,21.91
REC-887106,13893,Gran Cereale Croccante Con Riso,Gran Cereale,230.0,France,2025-03-05,16.76
REC-475078,5189,Chocolate Cacao Azúcares Añadidos,Valor,100.0,Bolivia,2025-08-05,22.9
REC-240162,8735,Mini Cracker,Gullón,350.0,France,2025-05-30,1.39
REC-779048,13269,Biscuits À LOrange Orange Et Au Graines De Chia,Gerblé,132.0,France,2024-06-15,8.76
REC-375336,10650,Cashews Roasted Salted,Alesto,150.0,Bulgaria,2025-09-29,11.44
REC-709387,10421,Gerblé Organic Muesli Fig Apricot Spelt Cookie G Oz,Gerblé Bio,132.0,France,2024-06-16,23.14
REC-407316,7196,Tartines Croquantes,Aldi,200.0,France,2025-01-31,5.85
REC-858767,8973,Petits Chocos 🍫,Bonne Maman,300.0,France,2025-01-12,16.01
REC-598404,12274,Barre Granola Goût Chocolat Et Enrobage Crème De Cacao,Vitalia,323.0,France,2024-05-21,11.86
REC-989289,6898,Chocolat Au Lait Du Pays Alpin,Kraft Foods,200.0,France,2026-01-24,7.18
REC-846558,9606,Tablette De Chocolat Noir G,U,100.0,France,2024-02-12,10.22
REC-964602,13977,Brioche Tranchée,Brioche Pasquier,4501432.0,France,2024-06-24,12.35
REC-291860,12564,Tartines Craquantes Multicéréales,Jardin Bio Etic,150.0,France,2024-11-27,4.98
REC-647168,6886,Chilli Heatwave Tortilla Chips,Doritos,180.0,France,2024-10-21,24.41
REC-804584,11991,Dunkle Schweizer Schokolade Mit ChiliExtrakt,Lindt Excellence,100.0,Australia,2025-09-07,16.62
REC-280797,7748,Sasanki,Lidl,210.0,Bulgaria,2024-04-04,18.05
REC-218429,11026,Black Pepper Savoury Crackers,Aldi,185.0,United Kingdom,2024-06-07,7.58
REC-820572,14990,Lightly Sea Salted,Sainsbury'S,150.0,United Kingdom,2024-08-25,17.96
REC-479422,11567,Honey Roast Crunch,Graze,100.0,United Kingdom,2025-11-24,8.65
REC-966925,9174,Salt Vinegar Flavoured Rice Cakes,Tesco,130.0,Ireland,2025-03-03,12.08
REC-318299,12291,Barbecue Lentil Chips,Proper Chips,70.0,United Kingdom,2025-06-01,21.31
REC-934772,8086,Lays,Lay'S,250.0,France,2024-09-08,7.39
REC-490629,7191,Cracotte Framboise,Lu,200.0,France,2024-09-21,12.68
REC-505061,12134,Milk Hazelnut,Lindt,150.0,France,2024-02-19,16.52
REC-201449,13246,Sablés Bio Chocolat Noir Intense,Céréal Bio,132.0,Belgium,2025-02-17,17.84
REC-752813,11929,Petits Muffins Chocolat,-,235.0,France,2025-01-06,15.91
REC-664382,13394,Biscuits Farine De Blé Et Graines De Sésame,Bjorg,184.0,France,2025-06-16,13.02
REC-947013,12219, Madeleines Longues Aux Œufs Frais,Le Ster,12510075.0,Canada,2024-02-18,11.17
REC-909742,10084,La Gâche Tranchée,La Fournée Dorée,450.0,France,2024-07-17,3.19
REC-507539,12871,Cioccolato Nocciole Intere,Ritter Sport,100.0,Austria,2025-10-26,17.07
REC-122982,8212,Crunchy Canadian Maple Syrup,Nature Valley,210.0,France,2025-04-09,3.2
REC-323880,14871,Raw Fruit Nut Bar,Nākd,35.0,Belgium,2024-09-30,6.69
REC-406158,6244,Rosemary Sea Salt Flatbreads,Nairn'S,150.0,France,2025-03-04,4.66
REC-224476,8349,Dolca Chocolate Negro,Dolca,180.0,Algeria,2024-02-06,15.41
REC-720973,10030,Sea Salted Popcorn,-,10.0,United Kingdom,2024-02-28,22.88
REC-336820,9595,Lightly Salted Tortilla Chips,Aldi,200.0,United Kingdom,2025-10-11,19.85
REC-138780,9275,Biscuits Caramel Épeautre,Gerblé,132.0,France,2024-04-14,16.56
REC-647288,13051,Nestle Dessert Noir Bio G,Nestlé,170.0,France,2025-11-05,12.68
REC-187419,7747,Donut Milky,-,180.0,Morocco,2024-04-15,2.35
REC-647081,13501,Chips Saveur Beurre Salé,Brets,125.0,France,2024-04-02,13.18
REC-536166,7911,Almond Butter Puffed Quinoa Dark Chocolate,Hu,60.0,United Kingdom,2025-07-12,20.55
REC-676722,5228,Rice And Corn Cakes,Snack A Jacks,117.0,United Kingdom,2024-08-21,22.84
REC-312311,11108,Caramelised Onion Balsamic Vinegar Pea Bean Sticks,Off The Eaten Path,180.0,Gb,2025-07-17,22.74
REC-939425,9066,Sticky Toffee Oat Boosts,-,180.0,United Kingdom,2025-12-13,11.4
REC-180800,13602,Soft Bakes Blueberry,Belvita,250.0,United Kingdom,2024-04-17,10.74
REC-850691,12889,Palets Bretons Au Beurre,Sondey,2502125.0,Frankrijk,2025-04-02,12.68
REC-790409,14117,Madeleines Chocolat Lait,Bonne Maman,300.0,France,2025-10-01,10.62
REC-258740,10660,Bonne Maman Le Petit QuatreQuarts Pur Beurre G Sachets Fraîcheur,Bonne Maman,300.0,France,2024-08-23,10.42
REC-586138,10754,Monster Munch Produit Soufflé À Base De Pomme De Terre Goût Salé,-,135.0,Frankrijk,2025-09-23,1.17
REC-948010,6414,Chips Paysanne,Brets,250.0,France,2025-04-01,13.8
REC-656624,14296,La Madeleine Coque Chocolat Noir,Maison Colibri,240.0,France,2025-08-21,15.95
REC-627465,9319,Bio VollmilchSchokolade,Fairglobe,100.0,France,2024-06-17,12.02
REC-862824,6149,Tunnocks Teacakes Pk Al Anhar,Tunnock'S,144.0,Australia,2025-01-17,1.13
REC-621553,11127,Gaufres De Liège Perles De Sucre,Lotus,45.0,Belgium,2024-09-07,1.33
REC-640030,5943,Pufuleti,Gusto,45.0,Germany,2024-11-17,20.31
REC-363709,11230,La Buena María Original,Fontaneda,700.0,France,2024-05-13,24.82
REC-693182,6983,Barritas De Trigo Y Arroz Integral Con Chocolate Con Leche,Hacendado,100.0,Spain,2024-08-16,11.19
REC-318596,12823,Noix Du Bresil,Seeberger,200.0,France,2025-02-12,12.68
REC-668123,7387,Protein Bar,-,45.0,Germany,2024-07-25,23.71
REC-814899,5229,Lotus Biscoff Speculoos Original Pocket G XP,Lotus,186.0,France,2025-12-18,24.84
REC-847049,7866,Petites Madeleines Aux Œufs Saint Michel,St Michel,400.0,France,2024-04-21,24.09
REC-863361,9411,Hazelnut Caramelised Cashew Pistachio Milk Chocolate,Waitrose,100.0,United Kingdom,2025-04-02,4.56
REC-990571,11012,Biscotti Pan Di Stelle,Barilla,350.0,France,2024-05-22,20.33
REC-246458,6775,Root Vegetables,Tesco,125.0,Gb,2024-06-13,22.54
REC-867763,5945,Cheese Twists,M&S Food,125.0,United Kingdom,2024-03-15,8.22
REC-727112,13324,Quadro LOriginal,Cémoi,187.0,France,2025-03-15,15.49
REC-579136,13571,Takis Fuego,Barcel,100.0,Bosnia And Herzegovina,2024-02-28,10.44
REC-822917,6265,Original Made With Sea Salt,Triscuit,85.0,France,2024-04-14,1.34
REC-475261,7445,Roasted CashewPeanutMix Honey Salt,Alesto,200.0,Germany,2024-02-27,22.85
REC-923721,6741,Scottish Rough Oatcakes,Rivercote,250.0,France,2025-05-31,13.55
REC-760379,10111,Menier Pâtissier Tablette,Nestlé,200.0,France,2025-04-03,16.25
REC-437902,5350,Gerblé Sesame Chocolate Cookie G Oz,Gerblé,180.0,France,2024-06-19,7.7
REC-499701,5423,Barre Amande,-,150625.0,France,2025-08-01,12.68
REC-271147,5701,Formule Boost,Daco Bello,200.0,France,2025-09-11,21.41
REC-213317,7388,Walkers Salted,Walkers,325.0,United Kingdom,2025-09-11,15.18
REC-659804,8799,Lime Coriander Chutney Poppadoms,Sensations,825.0,France,2025-03-22,12.68
REC-266689,8992,Conikos Fromage,Conikos,35.0,Morocco,2025-01-30,11.5
REC-239220,9396,Pan Goccioli,Barilla,842.0,Italy,2024-07-07,1.52
REC-391103,8565,Sour Cream Chive Flavour Wheat Potato Pretzel Knots,Penn State Snacks,7.0,France,2025-03-26,13.56
REC-653026,12527,Organic Cacao Nibs,-,125.0,Gb,2024-12-11,3.48
REC-846891,11252,Fluffy Milky,Best Biscuits,140.0,Morocco,2025-06-06,15.86
REC-522970,8207,Gullon Zero Snack Choco,Gullón,150.0,Spain,2024-05-26,10.83
REC-443022,5469,Browny,Be,40.0,Morocco,2025-01-29,21.49
REC-810406,7157,Mikado Chocolat Au Lait,Glico,90.0,France,2025-08-09,17.87
REC-905909,11926,Bn Cookies Mini Strawberry X G Oz,Bn,175.0,Belgium,2025-08-05,20.86
REC-658364,7955,Pain DÉpices Miel,Bjorg,300.0,France,2025-02-26,1.53
REC-773311,5932,Galleta De Mantequilla,Carrefour,167.0,Belgium,2025-05-31,12.68
REC-448844,7037,Chocolat Noir Aux Écorces DOrange,Alter Eco,100.0,France,2024-03-24,2.11
REC-239562,14930,Doritos Cool Original G,Doritos,180.0,France,2024-05-17,1.03
REC-556341,5432,Chocolat Nestle Dessert Noir XG,Nestlé Dessert,410.0,Canada,2024-04-11,14.48
REC-699230,12464,Milk Chocolate Large Bar,Toblerone,360.0,France,2025-08-18,12.68
REC-418377,11371,Caramelo,Milka,100.0,Belgium,2024-07-06,11.91
REC-681037,8263,Tablette Kinder Chocolat Chocolat Au Lait X G,Kinder,20016.0,France,2025-08-07,1.68
REC-222981,6449,Più Integrali,Galbusera,330655.0,Italy,2025-10-08,3.51
REC-897575,12965,Raw Fruit Nut Bar,-,35.0,France,2024-11-07,8.37
REC-924883,12563,Pancakes,La Fournée Dorée,350.0,France,2024-11-28,24.52
REC-940891,5742,Brioche Chocolat,-,8375.0,Fr,2025-03-31,8.29
REC-193508,8575,Quality Street,Nestlé,600.0,Belgium,2024-08-15,7.05
REC-823819,6801,Peanut Butter Bars,Graze,430.0,Gb,2025-06-28,3.02
REC-800802,10117,G Ricola Framboise Melisse,Ricola,50.0,France,2025-01-14,13.19
REC-688703,11492,Veggie Straws,Eat Real,113.0,United Kingdom,2025-02-14,24.12
REC-278812,10649,Sablé Des Flandres,-,250.0,France,2024-05-31,12.85
REC-315062,9986,Kango,Kango,225.0,France,2024-05-29,17.55
REC-593546,8506,Belvita Petit Déjeuner,Belvita,600.0,France,2025-08-25,22.48
REC-897947,8365,Chocolate Con Leche Oreo,Milka,100.0,France,2024-05-15,12.68
REC-742505,5945,Buongrano Integrale,Barilla,328.0,France,2025-11-15,12.68
REC-724394,11126,Mejora,Mejora,180.0,Morocco,2024-06-04,20.71
REC-236920,6739,Flan Pâtissier,Alsa,435.0,France,2024-03-22,17.35
REC-673732,14940,Granola Bar Vanilla White Cream,Vitalia,323.0,Netherlands,2024-02-07,17.9
REC-801989,11261,Sablés Sésame Pavot,Cereal Bio,13234.0,France,2025-09-18,24.7
REC-809953,7355,Sablés Myrtilles Germes De Riz,-,140.0,France,2025-05-18,24.79
REC-699892,8149,Financiers Amandes,Bonne Maman,250.0,France,2025-10-31,11.43
REC-127088,12111,Toetilla Chips Nature,Carrefour,200.0,Belgium,2024-12-04,1.48
REC-419059,7828,Mélange Japonais,Maître Prunille,250.0,France,2024-04-23,12.68
REC-631499,9468,,Wasa,250.0,Belgium,2025-06-21,12.58
REC-741840,9867,Chocolate Negro,Nestlé,205.0,France,2025-01-06,1.06
REC-276146,5884,Oreo Enrobed White Imp,Charbonnel Et Walker,245.0,Belgium,2024-07-25,1.66
REC-210526,10329,Chocolate Salted Caramel Flavour Vitamin Protein Bar,Fulfil,55.0,France,2025-11-23,22.22
REC-975885,12924,Essential Waitrose Wholewheat Biscuits,Waitrose,24.0,France,2024-08-31,1.78
REC-604853,8195,Harrys Brioche Tranchee Farine Complete Sans Additif G,Harrys,485.0,France,2025-09-09,3.86
REC-458423,13185,Barres Céréales Fraise,Carrefour Bio,200.0,Belgium,2025-02-22,16.94
REC-891146,6734,Protein Bar,Kind,342126.0,Gb,2024-08-04,18.82
REC-377795,13099,Sweet Chilli Sour Cream Potato Chips,Kettle,25.0,France,2025-12-02,5.56
REC-893530,10022,Biscotti Allo Yogurt Dolcesenza,Misura,400.0,Italia,2024-06-18,15.38
REC-240159,14086,Toast Crock Céréales Complètes,Carrefour,2502125.0,France,2025-12-14,13.25
REC-930563,11291,Crunchy Oats Honey,Nature Valley,42.0,France,2025-10-18,9.78
REC-171365,12672,Avoine Citron 🍋 Graines De Chia,Bjorg,130.0,France,2024-11-01,22.53
REC-294340,6040, Équateur,Alter Eco,100.0,France,2025-07-26,5.52
REC-635882,13864,Pipers Anglesey Sea Salt Crisps,Pipers,150.0,France,2025-12-25,1.29
REC-287802,8079,Almond And Apricot With A Yoghurt Coating Fruit And Nut Bar,Eat Natural,50.0,France,2024-02-17,10.53
REC-315140,12112,Dégustation Chocolat Noir Cacao,Maestro,100.0,France,2025-05-30,24.22
REC-717281,5148,Les Grandes Hazelnut Dark,Lindt,150.0,Reino Unido,2026-01-30,21.03
REC-312621,11778,Salinis,-,60.0,France,2025-08-19,15.6
REC-386763,6306,Galletas Cereales Fibra,-,180.0,Spain,2025-01-03,1.99
REC-794150,8234,Organic Wholemeal Digestive Biscuits,Doves Farm,180.0,France,2025-02-15,1.92
REC-417513,6916,Chocolat Noir,Scholetta,100.0,France,2024-09-13,11.35
REC-305835,14585,,Storck,200.0,Belgium,2025-07-08,12.58
REC-587672,14698,Digestive ,Hacendado,200.0,Portugal,2024-09-07,22.6
REC-999230,8901,Fluffy,Be,40.0,Morocco,2024-07-31,23.49
REC-722294,11572,Tortilla Chips,-,180.0,Royaume Uni,2025-05-24,7.98
REC-301994,10649,Silvia Duo Cacao,Excelo,26.0,Morocco,2025-11-04,24.31
REC-462259,14418,,Roshen,30785.0,Bulgaria,2024-09-11,12.58
REC-417972,14035,Biscuits Avoine Chocolat,Carrefour Bio,1303433.0,France,2025-04-13,21.72
REC-378786,7970,Panettone Classico,Favorina,1.0,Spagna,2025-01-30,8.6
REC-299437,12690,Snack Mix,Alesto,200.0,Frankrijk,2024-08-05,16.44
REC-678303,8659,Madeleines Coquilles,Sondey,237.5,France,2024-11-13,18.08
REC-520068,13562,Pitch,Brioche Pasquier,310.0,France,2024-04-25,2.78
REC-125492,5559,Ker Cadélac Marble Cake G Oz,Ker Cadélac,500.0,France,2024-10-05,18.41
REC-451824,12389,Petit Beurre Tablette Chocolat Noir,Carrefour Bio,200.0,Belgium,2024-05-08,14.9
REC-165373,14283,Fruit Sticks,N.A! Nature Addicts,40.0,France,2025-07-04,12.68
REC-366550,8646,Bourbon Creams,Tesco,296.0,France,2024-02-28,20.0
REC-706943,5083,Prince Goût Chocolat,Lu,200.0,Belgium,2026-01-03,24.01
REC-762832,8104,Flutes Aux Graines,Kambly,125.0,France,2025-05-27,7.12
REC-622589,12242,Soft Bakes Choc Chip,Belvita,5.0,France,2024-12-22,21.46
REC-983635,13163,Cruschelle,-,700.0,France,2024-08-15,12.68
REC-885570,12609,Thins Multiseed Flatbreads,Aldi,185.0,Gb,2024-07-20,18.92
REC-258088,8957,Avena Con Chocolate Negro Sin Azúcares Añadidos,Gullón,275.0,Marruecos,2025-12-20,2.47
REC-934446,12062,Naked Oven Chips,Mccain,17.0,Gb,2025-01-06,8.64
REC-361222,9873,Cream Crackers,Savour Bakes,300.0,Ireland,2024-07-07,13.95
REC-169485,12726,Prinzenrolle,Debeukelaer,400.0,Germany,2025-12-15,22.36
REC-894538,13105,Monster Munch Crazy Original,Vico,150.0,Fr,2024-10-17,7.69
REC-276003,7364,Walkers Baked,Walkers,22.0,United Kingdom,2024-02-09,13.95
REC-996169,14919,Tobigo,Tobigo,100.0,Morocco,2024-10-27,19.42
REC-234480,12437,Twix X,Twix,250.0,Germany,2025-11-20,21.89
REC-824768,11612,Jaffa Cakes,Tower Gate,300.0,Finlândia,2025-10-01,10.85
REC-982478,13664,Tortitas De Maíz,-,130.0,Alemanha,2024-02-08,2.56
REC-888131,8970,Coleslaw G,Bonduelle,320.0,France,2024-10-24,12.68
REC-361595,6362,Gerble Miel Châtaigne Graines De Lin,Gerblé,200.0,France,2024-12-16,21.36
REC-625048,9026,,Bonne Maman,150.0,Belgium,2026-01-16,12.58
REC-554247,14658,Doonuts,St Michel,180.0,France,2024-03-18,1.71
REC-995018,11143,Pitch Choco X ,Brioche Pasquier,310.0,France,2025-11-01,17.93
REC-998260,10343,Vico Extra Craquantes,Vico,400.0,France,2025-04-15,10.21
REC-318319,10320, Cacao Noir,Carrefour,80.0,France,2024-11-24,3.51
REC-292889,5832,BriochBurger,La Fournée Dorée,450.0,France,2025-04-26,12.74
REC-874806,10855,Biscuits Craquants Saveur Citron,Karelea,132.0,France,2025-06-25,5.9
REC-237316,14743,Yoyos Raspberry Multipack X,Bear,520.0,Czech Republic,2024-09-01,12.68
REC-375627,11993,Crunchy Nut Almond,Santé,35.0,France,2024-09-03,6.96
REC-570586,8097,Croustilles Goût Emmental,Belin,138.0,France,2025-02-10,12.68
REC-628200,7559,Lait Amandes,Côte D'Or,180.0,Belgium,2025-04-03,12.68
REC-613358,7886,Buonicosì,Galbusera,300.0,France,2025-05-08,12.68
REC-482706,7384,Dinosaurus,Artiach,411.0,Spain,2025-02-08,6.81
REC-863530,5153,Cuore Di Cereale Biscotti Di Avena Con Frutti Rossi,Gullón,220.0,France,2025-01-18,5.86
REC-675627,6583,Cerealé,Kinder,204.0,Austria,2024-02-12,24.49
REC-371590,6005,Wheat Biscuits,Stockwell,432.0,Germany,2024-04-18,16.03
REC-306742,13415,Hand Cooked Crisps,Aldi,150.0,United Kingdom,2024-09-02,12.68
REC-373063,14641,Karéléa Épautre Noisette,Karéléa,150.0,France,2025-03-20,10.43
REC-236208,7948,Gerble Organic Chocolate Cookie Flavored W Banana G Oz,Gerblé,132.0,France,2025-05-23,9.19
REC-823306,11300,Barres Céréales Graines Et Amandes,Carrefour Bio,100425.0,France,2026-02-02,10.23
REC-818969,6072,Ricola Eucalyptus,Ricola,50.0,France,2024-03-16,22.28
REC-202116,5612,Texas Bbq Sauce,-,185.0,Germany,2024-09-12,17.22
REC-858623,7027,Biscuits Fourrés À LAmande,Bjorg,182.0,France,2025-08-06,12.68
REC-520296,6583,Chips Saveur Tartiflette,Brets,125.0,Francuska,2024-05-23,12.78
REC-924073,13332,Chips De Lentilles Saveur Paprika,Vico,85.0,France,2025-04-07,15.36
REC-162168,9602,Barritas De Cereales Mango,Hacendado,120620.0,Portugal,2024-10-29,8.8
REC-796251,9769,Coleslaw Choux Blanc Et Carottes,Saladinettes,500.0,France,2025-09-05,11.96
REC-187263,9934,Napolitain LOriginal,-,630.0,Belgium,2024-07-30,19.48
REC-398825,6640,Chipster,Belin,150.0,France,2025-12-14,6.66
REC-257543,9713,Cioccolato Al Latte,Lu,75.0,Belgium,2026-02-04,18.9
REC-404143,6276,Mini Bn Chocolat,Bn,350.0,France,2025-12-06,16.19
REC-880410,12969,Chocolat Noir Sans Sucres Ajoutés,Gerblé,80.0,France,2025-09-22,6.79
REC-244513,10125,Bonne Maman Petits Cakes Fruits G Oz,Bonne Maman,300.0,France,2025-08-09,2.34
REC-534272,14149,Le Biscuit De Natty,Bjorg,150.0,France,2024-11-28,1.53
REC-499128,7512,Tartines Craquantes Au Sarrasin,Terres Et Céréales Bio,150275.0,France,2025-10-28,4.14
