City,Price,Day,Room Type,Shared Room,Private Room,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km),Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index,Location Category,Overall Score
Barcelona,196.9,Weekday,Private Room,False,True,2,False,0,0,10,97,1,2.52,1.01,389.3,13.27,561.04,12.35,Medium-Sized City,98.5
Barcelona,132.89,Weekday,Private Room,False,True,2,False,0,0,10,94,1,4.05,0.17,209.13,7.13,343.55,7.56,Medium-Sized City,97.0
Barcelona,150.58,Weekday,Private Room,False,True,2,False,1,0,10,100,1,1.8,0.47,412.9,14.07,986.79,21.72,City Center,100.0
Barcelona,122.65,Weekday,Private Room,False,True,3,True,0,0,10,97,1,3.62,0.55,234.18,7.98,378.48,8.33,Medium-Sized City,98.5
Barcelona,678.19,Weekday,Entire Home/Apt,False,False,6,False,0,1,7,60,2,1.79,0.73,502.02,17.11,751.76,16.55,City Center,65.0
Barcelona,678.19,Weekday,Entire Home/Apt,False,False,6,False,0,1,8,83,2,2.66,0.71,379.04,12.92,571.04,12.57,Medium-Sized City,81.5
Barcelona,136.62,Weekday,Private Room,False,True,2,False,0,0,10,100,1,2.95,0.88,314.9,10.73,462.98,10.19,Medium-Sized City,100.0
Barcelona,167.8,Weekday,Private Room,False,True,2,False,0,0,10,100,1,2.66,0.16,342.23,11.66,573.37,12.62,Medium-Sized City,100.0
Barcelona,69.59,Weekday,Private Room,False,True,2,False,0,0,10,95,1,1.76,0.39,409.83,13.97,923.51,20.33,City Center,97.5
Barcelona,138.94,Weekday,Private Room,False,True,2,False,1,0,10,95,1,3.19,0.81,282.04,9.61,432.18,9.51,Medium-Sized City,97.5
Barcelona,161.98,Weekday,Private Room,False,True,2,False,0,0,9,89,1,5.01,1.06,172.75,5.89,283.37,6.24,Suburbs,89.5
Barcelona,358.65,Weekday,Private Room,False,True,2,False,0,0,10,97,1,4.97,1.18,176.57,6.02,283.54,6.24,Medium-Sized City,98.5
Barcelona,145.93,Weekday,Private Room,False,True,2,False,1,0,8,80,1,2.16,0.82,440.32,15.01,647.56,14.25,Medium-Sized City,80.0
Barcelona,439.64,Weekday,Entire Home/Apt,False,False,6,False,0,0,10,94,2,2.32,0.89,394.46,13.44,652.37,14.36,Medium-Sized City,97.0
Barcelona,91.47,Weekday,Private Room,False,True,2,False,0,0,7,80,1,2.42,1.01,397.0,13.53,608.37,13.39,Medium-Sized City,75.0
Barcelona,121.49,Weekday,Private Room,False,True,2,False,0,0,7,84,1,4.98,0.3,189.04,6.44,279.66,6.16,Medium-Sized City,77.0
Barcelona,115.67,Weekday,Private Room,False,True,2,False,1,0,9,91,1,3.76,0.54,343.11,11.69,377.23,8.3,Medium-Sized City,90.5
Barcelona,187.59,Weekday,Private Room,False,True,2,True,1,0,10,94,1,2.32,1.0,401.26,13.68,627.88,13.82,Medium-Sized City,97.0
Barcelona,115.67,Weekday,Private Room,False,True,2,False,1,0,10,91,1,4.55,0.42,183.93,6.27,308.83,6.8,Medium-Sized City,95.5
Barcelona,277.65,Weekday,Private Room,False,True,4,True,0,0,10,98,2,3.73,0.47,244.88,8.35,371.88,8.19,Medium-Sized City,99.0
Barcelona,143.37,Weekday,Private Room,False,True,2,False,1,0,9,91,1,5.07,0.96,173.71,5.92,277.3,6.1,Suburbs,90.5
Barcelona,101.94,Weekday,Private Room,False,True,2,False,0,0,9,88,1,4.78,0.69,175.89,5.99,296.73,6.53,Medium-Sized City,89.0
Barcelona,157.56,Weekday,Private Room,False,True,2,False,1,0,9,94,1,4.66,1.03,191.86,6.54,302.51,6.66,Medium-Sized City,92.0
Barcelona,219.94,Weekday,Private Room,False,True,4,True,1,0,10,95,1,2.65,0.58,350.55,11.95,512.06,11.27,Medium-Sized City,97.5
Barcelona,172.46,Weekday,Private Room,False,True,2,False,0,0,10,98,1,2.71,0.92,369.31,12.59,515.91,11.36,Medium-Sized City,99.0
Barcelona,312.57,Weekday,Entire Home/Apt,False,False,5,False,0,1,7,65,3,3.68,1.39,312.9,10.66,384.25,8.46,Medium-Sized City,67.5
Barcelona,312.57,Weekday,Entire Home/Apt,False,False,5,False,0,1,8,76,3,3.56,1.34,327.56,11.16,398.01,8.76,Medium-Sized City,78.0
Barcelona,128.47,Weekday,Private Room,False,True,2,False,1,0,9,89,2,2.12,0.91,418.9,14.28,693.14,15.26,Medium-Sized City,89.5
Barcelona,225.75,Weekday,Private Room,False,True,2,False,0,0,10,93,1,2.23,0.8,397.82,13.56,695.83,15.32,Medium-Sized City,96.5
Barcelona,288.13,Weekday,Private Room,False,True,2,False,1,0,10,89,1,2.86,0.59,349.64,11.92,484.67,10.67,Medium-Sized City,94.5
Barcelona,170.13,Weekday,Private Room,False,True,2,True,0,0,10,95,1,3.45,0.24,272.44,9.29,400.33,8.81,Medium-Sized City,97.5
Barcelona,122.65,Weekday,Private Room,False,True,3,False,1,0,7,73,0,2.28,0.91,416.78,14.2,621.67,13.68,Medium-Sized City,71.5
Barcelona,144.53,Weekday,Private Room,False,True,2,True,0,0,10,97,1,3.59,0.58,237.01,8.08,381.31,8.39,Medium-Sized City,98.5
Barcelona,636.77,Weekday,Entire Home/Apt,False,False,5,True,1,0,9,94,3,2.29,0.75,437.81,14.92,607.28,13.37,Medium-Sized City,92.0
Barcelona,260.2,Weekday,Private Room,False,True,2,True,1,0,10,98,1,3.02,1.11,384.49,13.1,475.11,10.46,Medium-Sized City,99.0
Barcelona,607.68,Weekday,Entire Home/Apt,False,False,4,False,0,1,9,80,1,2.86,0.91,328.93,11.21,477.1,10.5,Medium-Sized City,85.0
Barcelona,636.54,Weekday,Entire Home/Apt,False,False,6,False,0,1,6,60,2,2.11,0.81,410.81,14.0,728.41,16.03,Medium-Sized City,60.0
Barcelona,374.94,Weekday,Entire Home/Apt,False,False,5,False,0,1,8,80,2,2.83,0.53,362.1,12.34,492.41,10.84,Medium-Sized City,80.0
Barcelona,212.02,Weekday,Private Room,False,True,3,False,0,0,10,96,2,3.59,0.64,245.1,8.35,383.55,8.44,Medium-Sized City,98.0
Barcelona,180.6,Weekday,Private Room,False,True,2,True,0,0,9,95,1,2.81,0.52,372.37,12.69,500.95,11.03,Medium-Sized City,92.5
Barcelona,92.4,Weekday,Private Room,False,True,2,True,0,0,10,92,1,5.37,1.06,157.08,5.35,261.45,5.76,Suburbs,96.0
Barcelona,374.94,Weekday,Entire Home/Apt,False,False,5,False,0,1,10,90,2,2.83,0.53,364.28,12.42,493.95,10.87,Medium-Sized City,95.0
Barcelona,166.64,Weekday,Private Room,False,True,2,False,1,0,10,100,1,4.52,0.46,221.66,7.55,317.09,6.98,Medium-Sized City,100.0
Barcelona,231.34,Weekday,Private Room,False,True,2,True,1,0,10,98,1,2.94,0.65,418.81,14.27,500.28,11.01,Medium-Sized City,99.0
Barcelona,174.79,Weekday,Private Room,False,True,2,False,1,0,10,94,1,4.69,1.01,189.52,6.46,300.73,6.62,Medium-Sized City,97.0
Barcelona,129.4,Weekday,Private Room,False,True,2,False,0,0,9,92,1,4.42,0.4,198.54,6.77,319.69,7.04,Medium-Sized City,91.0
Barcelona,196.9,Weekday,Private Room,False,True,2,False,0,0,10,100,1,4.27,0.11,195.27,6.65,326.56,7.19,Medium-Sized City,100.0
Barcelona,127.31,Weekday,Private Room,False,True,2,False,0,0,9,99,1,2.62,0.55,372.75,12.7,577.47,12.71,Medium-Sized City,94.5
Barcelona,151.51,Weekday,Private Room,False,True,4,False,1,0,8,100,2,4.95,0.82,169.79,5.79,289.73,6.38,Medium-Sized City,90.0
Barcelona,173.62,Weekday,Private Room,False,True,3,False,0,0,10,100,1,3.31,0.45,293.64,10.01,415.85,9.15,Medium-Sized City,100.0
Barcelona,131.96,Weekday,Private Room,False,True,2,False,1,0,10,93,1,2.89,0.51,348.75,11.89,482.29,10.62,Medium-Sized City,96.5
Barcelona,123.82,Weekday,Private Room,False,True,2,False,1,0,9,96,1,4.79,0.67,178.63,6.09,303.87,6.69,Medium-Sized City,93.0
Barcelona,93.56,Weekday,Private Room,False,True,2,False,0,0,10,95,2,3.33,0.8,267.83,9.13,411.7,9.06,Medium-Sized City,97.5
Barcelona,381.92,Weekday,Private Room,False,True,2,False,1,0,9,98,1,1.98,0.74,475.81,16.22,693.2,15.26,City Center,94.0
Barcelona,295.58,Weekday,Private Room,False,True,2,False,1,0,9,100,1,1.58,0.76,490.88,16.73,867.72,19.1,City Center,95.0
Barcelona,275.56,Weekday,Private Room,False,True,2,False,1,0,9,100,1,1.56,0.75,496.12,16.91,879.56,19.36,City Center,95.0
Barcelona,231.34,Weekday,Private Room,False,True,2,False,0,0,10,96,1,1.51,0.67,497.59,16.96,925.24,20.37,City Center,98.0
Barcelona,1094.79,Weekday,Entire Home/Apt,False,False,6,False,0,1,8,83,3,1.86,0.78,481.01,16.39,734.26,16.16,City Center,81.5
Barcelona,115.67,Weekday,Private Room,False,True,2,False,1,0,9,89,1,3.58,0.52,251.3,8.56,388.83,8.56,Medium-Sized City,89.5
Barcelona,143.37,Weekday,Private Room,False,True,2,False,0,0,10,100,1,4.3,0.39,198.12,6.75,327.03,7.2,Medium-Sized City,100.0
Barcelona,347.01,Weekday,Private Room,False,True,2,False,0,0,10,100,1,2.3,0.09,347.74,11.85,683.82,15.05,Medium-Sized City,100.0
Barcelona,185.26,Weekday,Private Room,False,True,4,False,0,1,8,85,1,4.57,1.06,209.46,7.14,305.73,6.73,Medium-Sized City,82.5
Barcelona,314.66,Weekday,Entire Home/Apt,False,False,2,False,0,1,7,60,1,1.58,0.46,459.45,15.66,1006.96,22.17,City Center,65.0
Barcelona,236.23,Weekday,Entire Home/Apt,False,False,2,False,0,1,10,100,1,3.18,0.86,322.83,11.0,437.32,9.63,Medium-Sized City,100.0
Barcelona,120.32,Weekday,Private Room,False,True,2,False,0,0,8,84,1,4.31,0.93,239.7,8.17,323.27,7.12,Medium-Sized City,82.0
Barcelona,613.49,Weekday,Entire Home/Apt,False,False,6,False,0,1,8,40,2,3.34,0.12,282.77,9.64,415.59,9.15,Medium-Sized City,60.0
Barcelona,232.5,Weekday,Private Room,False,True,2,False,1,0,10,100,1,2.48,0.76,378.87,12.91,640.87,14.11,Medium-Sized City,100.0
Barcelona,138.94,Weekday,Private Room,False,True,2,False,0,0,10,100,1,1.81,0.83,477.29,16.27,753.85,16.59,City Center,100.0
Barcelona,607.68,Weekday,Entire Home/Apt,False,False,4,False,0,1,8,80,1,1.83,0.75,491.86,16.76,741.09,16.31,City Center,80.0
Barcelona,238.32,Weekday,Private Room,False,True,2,False,1,0,10,100,1,3.03,0.84,335.3,11.43,459.11,10.11,Medium-Sized City,100.0
Barcelona,150.58,Weekday,Private Room,False,True,2,False,1,0,10,93,1,3.32,0.1,287.24,9.79,418.96,9.22,Medium-Sized City,96.5
Barcelona,225.75,Weekday,Private Room,False,True,2,False,1,0,8,80,1,3.2,0.83,319.2,10.88,434.11,9.56,Medium-Sized City,80.0
Barcelona,522.03,Weekday,Entire Home/Apt,False,False,5,False,0,1,9,88,3,2.57,1.04,380.69,12.97,564.56,12.43,Medium-Sized City,89.0
Barcelona,202.48,Weekday,Private Room,False,True,4,False,0,1,10,100,1,3.69,0.58,230.84,7.87,372.74,8.21,Medium-Sized City,100.0
Barcelona,190.84,Weekday,Private Room,False,True,2,False,1,0,10,93,1,3.78,0.64,355.39,12.11,373.71,8.23,Medium-Sized City,96.5
Barcelona,182.93,Weekday,Private Room,False,True,2,False,1,0,10,100,1,2.84,0.68,312.07,10.64,489.36,10.77,Medium-Sized City,100.0
Barcelona,182.93,Weekday,Private Room,False,True,3,False,1,0,10,100,1,2.79,0.71,326.43,11.13,490.93,10.81,Medium-Sized City,100.0
Barcelona,179.44,Weekday,Private Room,False,True,2,False,0,1,6,63,1,4.4,1.05,224.8,7.66,316.15,6.96,Medium-Sized City,61.5
Barcelona,208.53,Weekday,Private Room,False,True,2,False,0,0,10,100,1,2.07,0.94,431.21,14.7,692.67,15.25,Medium-Sized City,100.0
Barcelona,315.82,Weekday,Private Room,False,True,4,False,0,1,10,40,1,1.4,0.8,537.63,18.32,906.91,19.96,City Center,70.0
Barcelona,385.41,Weekday,Private Room,False,True,4,False,0,1,9,87,1,1.46,0.67,511.11,17.42,974.37,21.45,City Center,88.5
Barcelona,315.82,Weekday,Private Room,False,True,3,False,0,1,10,100,1,1.23,0.66,550.6,18.77,1028.99,22.65,City Center,100.0
Barcelona,315.82,Weekday,Private Room,False,True,3,False,0,1,9,80,1,1.26,0.65,546.93,18.64,999.77,22.01,City Center,85.0
Barcelona,353.06,Weekday,Private Room,False,True,3,False,0,1,10,100,1,1.48,0.68,505.43,17.23,944.2,20.78,City Center,100.0
Barcelona,315.82,Weekday,Private Room,False,True,3,False,0,1,10,100,1,1.31,0.55,550.12,18.75,996.01,21.93,City Center,100.0
Barcelona,260.2,Weekday,Private Room,False,True,2,False,0,1,9,90,1,1.27,0.65,544.94,18.57,993.66,21.87,City Center,90.0
Barcelona,288.13,Weekday,Private Room,False,True,2,False,0,1,10,100,1,1.31,0.56,549.83,18.74,996.22,21.93,City Center,100.0
Barcelona,578.58,Weekday,Entire Home/Apt,False,False,2,False,0,1,10,100,2,4.25,0.72,251.55,8.57,329.02,7.24,Medium-Sized City,100.0
Barcelona,231.34,Weekday,Private Room,False,True,2,False,0,1,10,100,1,2.85,0.8,352.7,12.02,488.38,10.75,Medium-Sized City,100.0
Barcelona,156.17,Weekday,Private Room,False,True,2,False,0,0,7,80,1,2.21,0.76,446.02,15.2,629.6,13.86,Medium-Sized City,75.0
Barcelona,370.28,Weekday,Private Room,False,True,5,False,0,1,10,100,1,1.58,0.83,503.34,17.15,850.87,18.73,City Center,100.0
Barcelona,118.93,Weekday,Private Room,False,True,2,False,0,0,10,90,0,4.43,0.29,195.5,6.66,318.84,7.02,Medium-Sized City,95.0
Barcelona,144.53,Weekday,Private Room,False,True,2,False,1,0,8,89,1,2.13,0.37,380.89,12.98,820.03,18.05,Medium-Sized City,84.5
Barcelona,113.58,Weekday,Private Room,False,True,2,False,0,0,10,96,1,5.19,1.01,166.02,5.66,270.23,5.95,Suburbs,98.0
Barcelona,229.25,Weekday,Private Room,False,True,2,False,1,0,7,80,1,5.49,0.34,159.87,5.45,253.92,5.59,Suburbs,75.0
Barcelona,561.13,Weekday,Entire Home/Apt,False,False,4,False,0,1,4,60,1,1.79,0.73,502.02,17.11,751.77,16.55,City Center,50.0
Barcelona,735.91,Weekday,Entire Home/Apt,False,False,5,False,0,0,10,93,3,2.65,1.05,375.71,12.8,532.41,11.72,Medium-Sized City,96.5
Barcelona,150.58,Weekday,Private Room,False,True,2,False,0,0,8,90,1,3.42,0.8,258.92,8.82,401.14,8.83,Medium-Sized City,85.0
Barcelona,182.93,Weekday,Private Room,False,True,2,True,0,0,9,96,1,1.98,0.09,363.45,12.39,853.97,18.8,City Center,93.0
Barcelona,202.48,Weekday,Private Room,False,True,2,True,0,0,9,92,1,2.08,0.73,407.35,13.88,766.93,16.88,Medium-Sized City,91.0
Barcelona,138.94,Weekday,Private Room,False,True,2,False,0,0,10,94,1,5.23,0.71,168.11,5.73,267.84,5.9,Suburbs,97.0
Barcelona,138.94,Weekday,Private Room,False,True,2,False,0,0,10,98,1,2.34,0.21,331.98,11.31,673.87,14.83,Medium-Sized City,99.0
Barcelona,879.74,Weekday,Entire Home/Apt,False,False,5,False,0,1,9,76,3,3.39,0.16,277.71,9.46,408.08,8.98,Medium-Sized City,83.0
Barcelona,1620.08,Weekday,Entire Home/Apt,False,False,4,False,0,1,8,64,2,3.34,0.12,282.77,9.64,415.59,9.15,Medium-Sized City,72.0
Barcelona,141.27,Weekday,Private Room,False,True,2,False,0,0,9,92,1,2.94,0.9,315.42,10.75,464.5,10.23,Medium-Sized City,91.0
Barcelona,127.31,Weekday,Private Room,False,True,2,False,1,0,9,88,1,3.91,0.56,311.06,10.6,361.1,7.95,Medium-Sized City,89.0
Barcelona,127.31,Weekday,Private Room,False,True,2,False,0,0,10,92,1,3.18,0.4,296.44,10.1,436.12,9.6,Medium-Sized City,96.0
Barcelona,400.54,Weekday,Entire Home/Apt,False,False,6,True,1,0,9,89,2,3.7,1.33,320.54,10.92,382.39,8.42,Medium-Sized City,89.5
Barcelona,80.99,Weekday,Private Room,False,True,2,False,0,0,8,86,1,4.3,0.8,243.87,8.31,324.52,7.14,Medium-Sized City,83.0
Barcelona,72.85,Weekday,Private Room,False,True,2,False,0,1,9,91,1,3.68,0.46,247.13,8.42,376.2,8.28,Medium-Sized City,90.5
Barcelona,712.87,Weekday,Entire Home/Apt,False,False,6,False,0,1,2,40,2,1.55,0.67,561.52,19.14,821.38,18.08,City Center,30.0
Barcelona,128.47,Weekday,Private Room,False,True,2,False,0,0,9,84,1,3.47,0.28,266.17,9.07,399.02,8.78,Medium-Sized City,87.0
Barcelona,630.72,Weekday,Entire Home/Apt,False,False,6,True,0,1,10,95,3,2.25,0.73,391.89,13.36,716.09,15.76,Medium-Sized City,97.5
Barcelona,134.06,Weekday,Private Room,False,True,2,False,1,0,9,89,1,5.91,0.68,140.67,4.79,236.71,5.21,Suburbs,89.5
Barcelona,231.34,Weekday,Private Room,False,True,2,False,0,0,10,100,1,8.06,1.28,98.66,3.36,167.93,3.7,Suburbs,100.0
Barcelona,115.67,Weekday,Private Room,False,True,2,True,0,0,10,95,1,6.73,0.14,121.33,4.14,204.35,4.5,Suburbs,97.5
Barcelona,118.0,Weekday,Private Room,False,True,2,False,1,0,10,97,1,6.27,0.43,130.57,4.45,221.75,4.88,Suburbs,98.5
Barcelona,149.42,Weekday,Private Room,False,True,2,False,0,0,9,96,2,7.86,0.93,100.75,3.43,172.88,3.81,Suburbs,93.0
Barcelona,97.28,Weekday,Private Room,False,True,2,False,0,0,9,95,1,5.28,0.8,156.31,5.33,268.62,5.91,Suburbs,92.5
Barcelona,138.94,Weekday,Private Room,False,True,2,False,0,0,10,94,1,6.37,0.54,127.83,4.36,218.56,4.81,Suburbs,97.0
Barcelona,130.57,Weekday,Private Room,False,True,2,False,0,1,9,80,1,5.97,0.81,137.47,4.69,233.79,5.15,Suburbs,85.0
Barcelona,130.57,Weekday,Private Room,False,True,2,False,0,1,10,100,1,6.06,0.79,135.05,4.6,230.44,5.07,Suburbs,100.0
Barcelona,115.67,Weekday,Private Room,False,True,2,True,1,0,9,96,1,7.36,0.66,107.79,3.67,186.36,4.1,Suburbs,93.0
Barcelona,85.65,Weekday,Private Room,False,True,2,False,0,0,9,82,1,8.44,1.68,93.82,3.2,159.84,3.52,Suburbs,86.0
Barcelona,118.0,Weekday,Private Room,False,True,2,False,1,0,10,100,1,6.79,0.25,119.45,4.07,203.16,4.47,Suburbs,100.0
Barcelona,108.69,Weekday,Private Room,False,True,2,False,1,0,9,94,1,6.8,0.23,119.37,4.07,202.88,4.47,Suburbs,92.0
Barcelona,254.85,Weekday,Private Room,False,True,2,False,0,0,10,100,1,5.69,0.78,146.98,5.01,246.56,5.43,Suburbs,100.0
Barcelona,161.98,Weekday,Private Room,False,True,3,False,0,0,8,100,1,6.79,0.27,120.13,4.09,201.86,4.44,Suburbs,90.0
Barcelona,138.94,Weekday,Private Room,False,True,2,False,0,0,9,100,1,4.86,0.65,170.88,5.82,291.24,6.41,Medium-Sized City,95.0
Barcelona,167.8,Weekday,Private Room,False,True,3,True,0,0,10,98,1,7.61,0.68,104.55,3.56,179.02,3.94,Suburbs,99.0
Barcelona,210.63,Weekday,Private Room,False,True,2,False,0,0,10,100,1,5.37,0.6,152.1,5.18,265.66,5.85,Suburbs,100.0
Barcelona,137.55,Weekday,Private Room,False,True,2,False,0,0,8,90,1,4.96,0.77,158.54,5.4,276.69,6.09,Medium-Sized City,85.0
Barcelona,138.94,Weekday,Private Room,False,True,2,False,0,0,10,96,1,4.76,0.5,166.99,5.69,289.33,6.37,Medium-Sized City,98.0
Barcelona,127.54,Weekday,Private Room,False,True,2,False,0,0,9,90,1,5.0,0.83,155.14,5.29,273.94,6.03,Suburbs,90.0
Barcelona,176.18,Weekday,Private Room,False,True,3,False,1,0,10,100,1,4.51,0.29,184.02,6.27,311.29,6.85,Medium-Sized City,100.0
Barcelona,4467.15,Weekday,Entire Home/Apt,False,False,6,False,0,1,10,90,6,5.81,0.88,139.44,4.75,250.63,5.52,Suburbs,95.0
Barcelona,131.96,Weekday,Private Room,False,True,3,False,1,0,9,87,1,4.59,0.37,180.24,6.14,306.34,6.74,Medium-Sized City,88.5
Barcelona,138.94,Weekday,Private Room,False,True,2,True,0,0,10,98,1,5.37,0.63,152.25,5.19,265.22,5.84,Suburbs,99.0
Barcelona,173.62,Weekday,Private Room,False,True,2,False,1,0,10,93,1,4.48,0.29,178.62,6.09,326.25,7.18,Medium-Sized City,96.5
Barcelona,231.34,Weekday,Private Room,False,True,2,False,0,0,4,40,1,5.69,0.75,142.29,4.85,256.16,5.64,Suburbs,40.0
Barcelona,179.44,Weekday,Private Room,False,True,3,False,0,1,10,94,1,4.82,0.73,162.85,5.55,284.75,6.27,Medium-Sized City,97.0
Barcelona,171.29,Weekday,Shared Room,True,False,4,False,0,1,8,83,1,4.8,0.66,163.94,5.59,285.89,6.29,Medium-Sized City,81.5
Barcelona,370.28,Weekday,Entire Home/Apt,False,False,3,False,0,0,8,83,1,4.78,0.63,164.87,5.62,287.27,6.32,Medium-Sized City,81.5
Barcelona,128.47,Weekday,Private Room,False,True,2,False,1,0,10,100,1,5.99,1.14,135.45,4.62,237.45,5.23,Suburbs,100.0
Barcelona,173.62,Weekday,Private Room,False,True,2,True,0,0,9,98,1,2.97,1.31,239.7,8.17,579.63,12.76,Medium-Sized City,94.0
Barcelona,119.16,Weekday,Private Room,False,True,2,False,0,0,9,85,1,2.27,0.48,323.67,11.03,565.69,12.45,Medium-Sized City,87.5
Barcelona,131.96,Weekday,Private Room,False,True,2,False,1,0,10,97,1,2.6,0.37,336.08,11.45,517.4,11.39,Medium-Sized City,98.5
Barcelona,260.2,Weekday,Private Room,False,True,2,False,0,0,10,94,1,4.17,0.71,176.78,6.03,349.46,7.69,Medium-Sized City,97.0
Barcelona,174.79,Weekday,Private Room,False,True,2,False,0,0,9,89,1,4.11,0.6,191.18,6.52,333.79,7.35,Medium-Sized City,89.5
Barcelona,165.48,Weekday,Private Room,False,True,2,False,1,0,9,93,1,3.54,0.9,213.84,7.29,402.07,8.85,Medium-Sized City,91.5
Barcelona,121.49,Weekday,Private Room,False,True,6,False,1,0,7,74,3,5.19,0.83,140.98,4.8,267.97,5.9,Suburbs,72.0
Barcelona,132.89,Weekday,Private Room,False,True,2,False,1,0,7,76,1,4.69,0.86,155.09,5.29,304.87,6.71,Medium-Sized City,73.0
Barcelona,143.37,Weekday,Private Room,False,True,2,True,1,0,10,94,1,4.49,0.36,167.73,5.72,319.27,7.03,Medium-Sized City,97.0
Barcelona,150.58,Weekday,Private Room,False,True,2,False,1,0,10,93,1,4.78,0.55,158.09,5.39,291.33,6.41,Medium-Sized City,96.5
Barcelona,157.56,Weekday,Private Room,False,True,2,True,1,0,9,96,1,3.06,1.3,234.88,8.01,580.06,12.77,Medium-Sized City,93.0
Barcelona,196.9,Weekday,Private Room,False,True,2,False,0,1,10,89,1,3.67,0.5,212.18,7.23,377.02,8.3,Medium-Sized City,94.5
Barcelona,196.9,Weekday,Private Room,False,True,2,False,0,1,9,87,1,3.33,0.57,234.09,7.98,417.41,9.19,Medium-Sized City,88.5
Barcelona,130.8,Weekday,Private Room,False,True,2,False,0,0,8,87,1,2.47,0.44,384.68,13.11,551.89,12.15,Medium-Sized City,83.5
Barcelona,347.01,Weekday,Private Room,False,True,2,False,0,0,9,83,1,3.77,0.35,209.34,7.13,364.74,8.03,Medium-Sized City,86.5
Barcelona,196.9,Weekday,Private Room,False,True,2,False,0,1,9,89,1,3.43,0.57,226.31,7.71,405.15,8.92,Medium-Sized City,89.5
Barcelona,197.83,Weekday,Private Room,False,True,2,False,0,0,10,91,1,2.92,0.64,291.92,9.95,476.03,10.48,Medium-Sized City,95.5
Barcelona,217.61,Weekday,Private Room,False,True,3,False,0,1,9,86,1,3.41,0.19,242.66,8.27,400.67,8.82,Medium-Sized City,88.0
Barcelona,169.9,Weekday,Private Room,False,True,2,True,0,0,10,97,1,3.47,1.38,209.17,7.13,434.42,9.56,Medium-Sized City,98.5
Barcelona,167.8,Weekday,Private Room,False,True,2,True,0,0,10,94,1,5.02,0.98,151.67,5.17,274.32,6.04,Suburbs,97.0
Barcelona,173.62,Weekday,Private Room,False,True,2,False,0,0,10,100,1,3.6,1.27,201.77,6.88,415.22,9.14,Medium-Sized City,100.0
Barcelona,354.23,Weekday,Entire Home/Apt,False,False,2,False,0,1,9,87,1,3.72,0.95,203.03,6.92,383.08,8.43,Medium-Sized City,88.5
Barcelona,127.31,Weekday,Private Room,False,True,2,False,1,0,10,93,1,5.12,0.34,146.8,5.0,274.62,6.05,Suburbs,96.5
Barcelona,444.29,Weekday,Entire Home/Apt,False,False,3,True,0,0,10,96,2,3.03,1.22,237.74,8.1,564.21,12.42,Medium-Sized City,98.0
Barcelona,1020.78,Weekday,Entire Home/Apt,False,False,6,False,0,1,9,90,2,4.27,0.77,171.42,5.84,340.6,7.5,Medium-Sized City,90.0
Barcelona,121.49,Weekday,Private Room,False,True,2,False,0,0,9,90,1,4.97,0.3,151.7,5.17,283.35,6.24,Medium-Sized City,90.0
Barcelona,190.84,Weekday,Private Room,False,True,2,True,1,0,10,95,1,4.47,0.37,169.9,5.79,342.53,7.54,Medium-Sized City,97.5
Barcelona,179.44,Weekday,Private Room,False,True,2,True,1,0,10,97,1,4.47,0.38,169.73,5.78,344.13,7.58,Medium-Sized City,98.5
Barcelona,98.21,Weekday,Private Room,False,True,2,False,0,0,10,100,1,4.99,0.62,151.37,5.16,277.75,6.11,Medium-Sized City,100.0
Barcelona,179.44,Weekday,Private Room,False,True,2,True,1,0,10,96,1,4.23,0.58,176.55,6.02,343.36,7.56,Medium-Sized City,98.0
Barcelona,201.55,Weekday,Private Room,False,True,2,True,0,0,10,98,1,3.73,1.32,192.18,6.55,402.85,8.87,Medium-Sized City,99.0
Barcelona,249.96,Weekday,Private Room,False,True,2,False,1,0,9,90,1,3.66,1.09,204.34,6.96,395.75,8.71,Medium-Sized City,90.0
Barcelona,174.79,Weekday,Private Room,False,True,2,True,1,0,10,95,1,4.52,0.29,167.25,5.7,324.0,7.13,Medium-Sized City,97.5
Barcelona,388.9,Weekday,Entire Home/Apt,False,False,4,False,0,1,9,81,1,2.44,0.34,375.94,12.81,538.6,11.86,Medium-Sized City,85.5
Barcelona,243.21,Weekday,Private Room,False,True,2,False,1,0,8,86,1,3.56,0.9,212.4,7.24,399.59,8.8,Medium-Sized City,83.0
Barcelona,132.89,Weekday,Private Room,False,True,2,False,0,0,8,86,1,3.26,0.56,240.67,8.2,426.54,9.39,Medium-Sized City,83.0
Barcelona,173.62,Weekday,Private Room,False,True,2,False,0,0,10,97,1,3.03,0.86,251.95,8.59,481.88,10.61,Medium-Sized City,98.5
Barcelona,179.44,Weekday,Private Room,False,True,5,False,1,0,10,91,2,4.7,0.82,165.91,5.65,291.9,6.43,Medium-Sized City,95.5
Barcelona,179.44,Weekday,Private Room,False,True,3,False,1,0,10,94,1,4.7,0.69,166.83,5.69,291.94,6.43,Medium-Sized City,97.0
Barcelona,202.48,Weekday,Private Room,False,True,2,False,1,0,10,80,1,4.82,0.82,162.02,5.52,284.54,6.26,Medium-Sized City,90.0
Barcelona,161.98,Weekday,Private Room,False,True,2,False,0,0,9,93,1,3.0,1.17,240.45,8.2,560.53,12.34,Medium-Sized City,91.5
