Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S02965,English,Sister Decade.,2024-09-25,Pending,C-,No
S01016,Geography,Generation Share Bring Into.,2025-02-06,Done,F,Yes
S08762,Math,Daughter Throughout Toward Teacher.,2024-12-20, Done ,F,Yes
S07199,Math,Heart Push.,2024-09-29,Not Done,D,No
S01790,Science,Write Red.,2024-09-26,Not Done,F,-
S04119,Math,Perform Security.,2024-10-03,Not Done,B-,No
S10288,Science,Difference Ability Argue.,2025-02-21,Pending,A,Yes
S03918,Geography,Instead Growth.,2024-09-29,Not Done,C,-
S06614,Geography,News.,2024-10-03, Done ,B-,-
S11527,Math,Son Capital East.,2024-09-09,Done,C-,-
S11467,English,Speak But Rock.,2025-02-26,Not Done,B-,No
S06817,Arabic,West Property Pm She.,2024-11-25,Done,A+,No
S00600,Science,Marriage Financial Wait.,2025-01-25,Done,C-,No
S07109,History,Present Develop.,2025-02-27,Not Done,C-,Yes
S11231,History,Scene Pressure.,2024-12-13,Not Done,B-,Yes
S07641,History,Report Back Give.,2025-01-14,Done,B-,-
S08936,Geography,Amount Song West Stuff.,2024-07-10,Not Done,B-,No
S10788,English,Around Blue.,2025-01-05,Not Done,F,-
S07116,Math,Black Who Lose Look.,2025-02-07,Not Done,F,No
S06573,Arabic,Power View Moment.,2025-01-06,Not Done,F,Yes
S04611,Arabic,Term Offer.,2025-01-23, Done ,F,-
S00214,English,Say.,2024-11-26,Not Done,C,Yes
S01711,Geography,Market Girl He.,2024-10-10,Done,B,Yes
S03253,Arabic,Indeed Pressure Laugh.,2025-02-20,Pending,B-,-
S09066,Math,Attention Chair Practice.,2024-12-20,Not Done,C,Yes
S01568,English,Test Like Success.,2024-11-22, Done ,B-,-
S04057,Geography,Drop Carry Its.,2024-10-03,Not Done,B,-
S09051,Geography,Decision Would President.,2025-03-07,Done,C,Yes
S00924,Math,Page Consider Kitchen.,2024-12-13,Done,C-,No
S11178,History,Remain Single.,2024-10-30,Done,C-,-
S03628,English,New Inside Southern.,2024-11-14,Done,C,Yes
S11016,English,Tree Travel.,2024-02-11,Done,A+,-
S08297,Arabic,Citizen Face Before.,2024-09-12,Pending,A,Yes
S01009,Science,Adult Father.,2024-10-24,Not Done,A+,-
S06664,English,Opportunity Who.,2024-10-18,Pending,A,Yes
S08161,English,Single Soldier Effect.,2024-11-13,Done,A+,-
S02616,Math,Area.,2024-10-09,Pending,C-,-
S05599,Math,Its Under.,2024-11-21,Done,B,No
S11420,History,Foot.,2024-12-20,Done,B,No
S09613,English,Newspaper Agency Late.,2024-09-12, Done ,C-,Yes
S10977,Math,Example.,2024-10-23,Pending,B-,No
S08527,History,Project Course Enjoy Minute.,2024-11-25, Done ,B-,-
S02653,English,Figure Kind.,2025-02-27,Pending,B-,No
S11151,Geography,Together Across.,2024-12-07, Done ,C,-
S05902,Arabic,Tonight When.,2025-01-18,Done,D,No
S03965,Math,Name Front Picture Guy.,2024-09-16,Pending,A+,-
S04131,Science,Meet Whose.,2024-12-01,Done,B,No
S10595,Geography,Surface Theory.,2024-12-27,Not Done,B-,Yes
S02687,Geography,Pay Red Perform.,2025-01-13, Done ,A+,-
S11689,History,Read Source.,2024-10-28,Done,F,-
S11730,History,Drop Fact Author.,2024-11-27,Not Done,B,Yes
S08555,Geography,Animal Popular.,2024-12-01,Not Done,A,-
S04459,Geography,Must Will Past.,2025-02-18, Done ,C,No
S10459,Math,Offer Close Political.,2024-11-23,Done,A,-
S02120,Arabic,Support Who.,2024-12-22,Pending,C,No
S06632,Math,Accept Article.,2025-02-10,Done,A+,No
S02269,Arabic,Success National Military.,2024-10-11, Done ,C-,No
S06315,History,Always Hit.,2024-12-25,Not Done,B,-
S09482,Math,Station Character One.,2024-10-10,Done,A,No
S07082,Science,Involve Team State.,2024-11-30,Not Done,B,Yes
S00664,English,Health Similar Away.,2024-11-07,Pending,A,-
S10631,English,Hand Hold Per.,2025-10-02, Done ,C,Yes
S02818,Science,Daughter Financial.,2024-11-27,Done,A,Yes
S00639,Geography,A Describe.,2024-12-11,Not Done,C,No
S07523,Arabic,Bill Order Fill.,2024-03-10,Done,F,No
S04561,History,Large.,2024-10-12,Pending,B,No
S04578,Geography,Pretty Increase Determine.,2024-04-10,Not Done,D,-
S01282,English,Half Stay Oil.,2024-09-23,Pending,A+,Yes
S03607,Arabic,Treatment Recently Resource.,2024-12-18,Pending,A,-
S05014,Arabic,Short Late Prepare.,2025-07-02,Done,B,-
S01636,Math,Economic Data Great.,2025-03-02,Pending,F,Yes
S10486,Math,Another.,2025-03-01, Done ,B,Yes
S04181,English,Cup Side Too.,2024-10-18, Done ,D,-
S11986,Arabic,Deal Various Culture Manage.,2025-02-12,Not Done,B-,-
S05672,History,Meet Training Mouth.,2025-02-14, Done ,A,-
S05505,Geography,Newspaper Since Also.,2024-09-24,Not Done,B,-
S09430,Science,Can Certain.,2025-03-09,Not Done,D,No
S10267,Science,She Outside Research Little.,2024-09-22,Done,F,No
S04715,History,Book Leg Point.,2025-02-17, Done ,A,Yes
S05254,History,A Indeed Far.,2025-01-25,Not Done,B,No
S05410,English,Million According Perform.,2024-10-13,Not Done,B,No
S08002,Science,Remain Process Scientist.,2025-01-19, Done ,F,Yes
S09189,Arabic,Trade.,2025-01-20,Not Done,B-,-
S10136,Geography,Democratic Home.,2024-10-31,Not Done,A+,No
S01313,Geography,Town Political Instead.,2024-11-07,Pending,A+,-
S09113,Arabic,Teacher.,2024-10-17,Done,C,Yes
S06298,Geography,Participant Data Culture Bit.,2024-12-27,Pending,B,No
S09945,Geography,Father Hospital About.,2025-02-02,Pending,A+,No
S06068,Geography,Foreign Enough.,2025-03-01,Done,D,-
S08612,Geography,Bad Benefit.,2024-11-08,Not Done,C-,Yes
S00638,History,Space Affect Four.,2024-12-19,Pending,B,Yes
S00843,History,Popular Nothing Pretty.,2024-06-12, Done ,A+,-
S05245,Arabic,Husband Outside Carry.,2024-09-25,Not Done,D,Yes
S00934,Science,Able Stage.,2024-11-14,Done,D,Yes
S03756,English,Source Actually.,2024-12-18, Done ,B-,-
S10855,History,Responsibility Operation Friend.,2024-12-29,Done,C,Yes
S10150,Math,Someone.,2025-02-17,Not Done,F,No
S09134,English,Half Building Charge.,2025-02-17,Done,D,Yes
S06450,Geography,Almost.,2025-01-06,Not Done,B-,-
S07681,Math,Arrive Way.,2025-01-16,Not Done,D,No
S09001,English,Such Training.,2024-09-20,Not Done,B,-
S02817,History,Tv Run International.,2024-06-12,Done,F,Yes
S04230,Science,First Suggest Debate.,2025-01-26,Not Done,F,-
S03506,Geography,Do.,2024-12-22,Not Done,B-,No
S02367,Arabic,Worker Structure Imagine.,2024-09-17,Not Done,A+,Yes
S08579,Science,Nor Group Know.,2024-10-30, Done ,B,Yes
S01402,Science,Including Various.,2024-09-27,Done,C-,Yes
S02195,English,Front Few.,2025-03-03,Pending,B-,-
S03197,English,Avoid Report Behavior.,2025-01-26,Done,C,No
S09273,Math,Quite Though.,2025-02-17,Done,A,-
S07062,Geography,Cup Tend Already Small.,2024-10-30, Done ,C-,No
S07400,Arabic,Protect Cold.,2025-03-01,Done,A,-
S11695,History,But Treat.,2024-11-03,Not Done,C,-
S03526,Arabic,Know Area Fight.,2025-02-21,Not Done,B-,Yes
S10059,Science,Pay End Become Money.,2025-01-12,Done,A+,No
S03280,Geography,Use Fund.,2024-09-26,Done,B-,Yes
S11937,History,Environmental Billion.,2025-01-14,Not Done,B-,No
S07420,Arabic,Anyone Parent Fill.,2024-10-05,Done,C,Yes
S06802,Geography,Adult Stay Remain Else.,2024-10-30, Done ,A+,Yes
S07691,English,Sometimes Friend.,2024-10-27,Done,C,-
S06772,Math,Money Fine.,2024-12-06, Done ,A+,Yes
S04125,Science,Public.,2024-10-08,Done,D,-
S01625,History,See Black.,2024-11-25, Done ,C-,Yes
S02048,Arabic,Rise Best.,2024-09-30, Done ,F,-
S03844,English,Glass Man Social.,2024-10-14,Not Done,A+,-
S09488,Science,Box Perhaps My.,2024-09-24,Done,C,Yes
S07163,Math,Although Note Suddenly.,2024-10-27,Not Done,A,No
S00282,English,Or Then Mother.,2024-09-17,Not Done,B,Yes
S09627,English,We Blue Buy.,2024-10-15,Not Done,A+,No
S02413,Science,Inside Attention Outside Change.,2024-12-08,Not Done,B-,-
S04972,History,Focus.,2024-10-25, Done ,B-,-
S04791,Science,Decision Break Action Field.,2024-12-12,Done,A+,Yes
S01147,Arabic,Same Open Even.,2025-09-01,Done,C,-
S07098,Arabic,American Mention.,2025-02-12, Done ,B,Yes
S03497,Science,Position Trip Prepare Decision.,2024-09-22,Pending,A+,No
S04047,History,Ability Approach.,2024-12-15, Done ,A+,-
S06697,Math,Word Cut.,2024-11-29,Not Done,A,-
S00555,English,Character.,2025-03-03,Not Done,F,No
S09339,Arabic,Strategy.,2024-12-23,Not Done,B,-
S04518,History,Sort You Later Necessary.,2024-10-08,Not Done,A,No
S03804,Arabic,For Type Serious.,2025-02-08, Done ,B,Yes
S04141,Math,That Their.,2024-09-11,Not Done,A+,No
S08974,Arabic,Eat Share.,2024-10-18,Not Done,D,Yes
S02779,Arabic,Evening Reality Why.,2024-10-03,Pending,C,-
S00990,English,Next Lead Keep.,2025-01-20, Done ,B,Yes
S11906,Math,Certainly Adult Ten Nature.,2025-01-19,Done,B-,No
S09285,Arabic,Public Federal Fly Account.,2024-10-12,Done,B-,No
S05535,Arabic,Continue Opportunity.,2024-10-02,Done,B,No
S04307,Geography,List Respond State.,2025-02-17, Done ,C-,-
S05589,History,Compare Meet At.,2024-09-18,Done,A,No
S00141,Math,Nothing Look Accept.,2025-01-01,Done,B,-
S03687,Science,Student Executive.,2025-01-13,Done,C,No
S05240,English,Avoid Ok Part.,2025-01-28,Pending,A,Yes
S08008,Science,Very Leg Rather.,2024-10-11,Not Done,C-,-
S00379,Arabic,Return Store Agent.,2025-01-03,Done,D,-
S05352,History,Either New.,2025-01-19,Pending,C,-
S10801,Math,Across Indeed Bag.,2024-10-03,Done,B-,Yes
S00061,Arabic,Save Face Pretty.,2024-10-11,Not Done,C-,-
S10618,Geography,Local Experience.,2024-10-02,Not Done,C,Yes
S04084,History,Military Camera Behind.,2025-02-14,Done,B-,No
S05276,Math,Million Attack.,2024-12-05,Done,C-,Yes
S02600,Math,Continue Something.,2025-02-21,Pending,B-,No
S05737,Math,Draw Section Claim.,2024-12-17,Not Done,A,No
S07258,Geography,Guy Risk.,2024-11-02,Not Done,B,No
S08625,Science,Him Make Doctor.,2024-09-30,Done,D,-
S06968,History,State Quickly.,2025-09-01,Not Done,A,No
S03075,Math,Simply Energy Price.,2025-01-14, Done ,A,Yes
S01185,Math,From Feel Then.,2024-11-03, Done ,C-,Yes
S00474,Arabic,Population Edge.,2024-10-16, Done ,C-,Yes
S06712,History,Sell House.,2024-11-23,Not Done,D,No
S05386,Math,Respond Series.,2024-09-19,Done,C,Yes
S02403,Arabic,Glass Order.,2025-01-22,Done,A+,-
S10348,Science,Subject Somebody.,2025-08-01, Done ,C-,Yes
S04375,English,Town Scientist But.,2024-10-04,Pending,A+,No
S12142,Arabic,Will Reality.,2024-11-16,Pending,B-,-
S06101,Geography,Ago Agree.,2024-09-26, Done ,B-,No
S07385,History,Can.,2024-10-31,Done,C-,No
S02086,Arabic,Space Down.,2025-02-11, Done ,C,-
S00856,Arabic,News Challenge Environment.,2024-12-22, Done ,F,No
S00106,Math,Beyond Upon Sometimes.,2025-03-02,Done,A+,Yes
S07029,Math,Bring.,2025-01-10, Done ,B-,No
S04345,History,Contain State.,2024-09-13, Done ,B,No
S00322,History,Best Vote Number.,2025-01-30,Done,B-,Yes
S01280,English,When.,2024-11-20,Not Done,A,Yes
S07610,History,Involve.,2025-01-11,Done,C-,-
S02454,Geography,Need Whatever.,2025-01-30,Not Done,B-,-
S10495,English,Song Teacher Animal.,2024-10-13,Pending,A+,Yes
S05835,English,Individual Police Ground.,2024-12-04,Not Done,F,No
S01884,Math,Central Shake Can.,2024-11-21,Pending,A+,No
S10132,Geography,Thus Center.,2025-09-01, Done ,C,-
S10999,Science,Ready Edge.,2024-12-20, Done ,B,-
S10384,Geography,Both Realize.,2024-11-27,Pending,B-,No
S09695,History,Quality Home.,2024-12-20,Done,F,-
S09181,Arabic,Election.,2024-10-10,Done,F,Yes
S00274,Arabic,Act Go.,2024-12-19,Not Done,A+,No
S10041,Science,Focus Too Social.,2024-12-31,Done,B-,No
S08118,English,Question Safe Wish Hard.,2024-09-21,Done,C-,Yes
S11111,English,Rather Front.,2024-10-30,Not Done,A+,-
S11460,Geography,Best Street Break.,2024-12-11,Not Done,D,Yes
S11797,English,Customer Worry State.,2024-10-17,Done,F,Yes
S07160,Arabic,Everybody Show Station Source.,2024-11-28,Not Done,C-,-
S00113,Science,Sea Season.,2025-02-24,Pending,A+,No
S10946,Science,Other Meeting.,2024-12-21,Not Done,C-,Yes
S04939,English,Less.,2025-02-20,Done,D,No
S06542,Science,Crime Picture Poor.,2024-08-09,Done,B,No
S02610,Science,Hour Phone Hot.,2025-01-10,Done,A,No
S10339,Science,Risk Over.,2025-02-22,Pending,B,-
S04385,History,Example Region.,2025-01-01,Not Done,C-,Yes
S07501,English,Expert Talk.,2025-01-10, Done ,B,-
S07308,Geography,Watch Worker Next.,2025-02-16,Not Done,A,No
S09805,Geography,Water Look Accept.,2025-01-30,Done,A,Yes
S06821,History,Take Add.,2024-12-25,Not Done,A+,-
S10390,Science,Many.,2024-09-26,Done,A,-
S11273,Geography,Painting Season Glass Over.,2024-11-27,Done,F,Yes
S05661,History,Least.,2024-12-05,Done,D,-
S10771,History,Policy Source Pressure.,2025-02-19,Done,C,Yes
S03252,English,Throughout.,2025-02-10,Pending,D,No
S11448,History,Customer.,2024-12-07,Done,C-,Yes
S01680,Science,Social Among.,2025-01-25,Not Done,C-,-
S04879,Science,Administration Certainly.,2024-10-27,Pending,C,Yes
S05830,Math,A Affect.,2024-10-17,Done,C,-
S05797,History,Partner East.,2024-12-14,Done,C,Yes
S08867,Geography,Still Simple.,2024-12-03,Not Done,A,No
S11204,Geography,Receive Sound Thus.,2024-12-30, Done ,C-,Yes
S00955,Arabic,Respond Director.,2025-02-12,Not Done,B,Yes
S02350,English,What Top Brother.,2024-09-19,Done,A,No
S11910,Arabic,Grow End.,2025-02-19, Done ,C,Yes
S07551,English,Experience Democrat Level.,2024-11-23,Not Done,A,Yes
S01887,English,Force Structure.,2024-10-04,Not Done,D,Yes
S05379,Math,Mention Pass From.,2024-09-26,Pending,C,No
S09492,History,Should Door.,2024-10-29, Done ,A,Yes
S04008,Geography,Bit Game.,2024-10-06, Done ,B-,No
S11662,English,Begin Other.,2024-12-19,Done,D,-
S07114,English,Impact Nearly.,2024-10-26,Not Done,C-,Yes
S10475,History,Plan Brother Cultural.,2025-02-28,Done,B,No
S09142,Arabic,Sound Person Wonder Speak.,2025-02-01,Done,C-,Yes
S05375,Geography,Country Third.,2024-02-10,Not Done,B,-
S08564,Arabic,Southern Bag.,2025-02-24,Not Done,A,No
S07247,Science,Leave Begin.,2025-01-02, Done ,C,-
S06593,English,Color Right World.,2024-10-27, Done ,B-,No
S04326,Geography,Poor Group Suggest.,2024-10-06,Done,B-,No
S08308,Geography,Value Around.,2024-12-27,Pending,C,Yes
S03881,Geography,Yourself Strategy Democrat Certain.,2025-01-15, Done ,D,-
S01942,Science,Statement.,2025-02-15,Done,D,No
S07651,Arabic,Method Order.,2025-01-28,Done,D,Yes
S05507,Math,Theory Bank.,2025-03-03,Pending,A,-
S10294,Math,Three Difficult Half Low.,2024-09-22,Done,A+,Yes
S05394,Geography,Night.,2024-09-30,Done,C-,-
S09573,History,Four Produce Available.,2025-03-08,Pending,A,Yes
S07111,Geography,Approach Center Response Different.,2024-09-17,Done,C-,No
S00049,History,Evidence Item Image.,2025-02-21,Not Done,A+,-
S10184,English,Large Prepare Whether.,2024-04-12,Not Done,A+,Yes
S03876,Science,Across.,2024-10-18,Done,A,No
S03767,Arabic,From Professional Capital.,2024-11-09,Done,A,Yes
S03180,Geography,If Rest.,2025-02-28, Done ,D,Yes
S09751,History,Congress.,2024-11-02,Done,B-,No
S07177,Science,Himself Article.,2025-02-05,Not Done,B-,-
S04939,History,Home Worker.,2024-09-24, Done ,F,Yes
S08227,Arabic,Various Wide Positive.,2025-01-30,Not Done,C-,Yes
S04338,History,Degree Tend Make Describe.,2025-01-06,Pending,B,-
S12132,History,Without Last Fast.,2024-09-18,Not Done,C-,No
S06080,Geography,Effort Movie Interesting.,2025-03-09, Done ,A,Yes
S10447,Arabic,Ball Similar Question.,2024-10-31,Not Done,B,-
S05643,Science,Simply Ability.,2024-11-07,Done,F,-
S03346,History,Address Measure.,2025-02-27,Not Done,F,No
S03712,Geography,Anyone Meeting Bad.,2024-09-11,Done,C-,No
S01524,Arabic,Thank Charge.,2024-03-12,Done,B-,-
S07359,History,It Able Born.,2025-01-19,Not Done,F,No
S07005,History,Late Ground Since.,2025-02-01, Done ,C-,Yes
S08552,History,For.,2024-11-16, Done ,D,No
S01866,Math,Author Southern Loss.,2024-09-19,Not Done,B-,No
S01735,English,Whole Today Voice.,2024-11-09,Pending,C,Yes
S00095,Geography,Morning Another Within.,2024-10-06,Pending,B-,No
S01584,Science,Character Like.,2024-11-20,Done,B-,-
S09265,Arabic,Might Born.,2024-09-12,Not Done,A+,No
S01937,Science,Would Explain Worry.,2024-09-21,Done,A+,-
S11083,Science,Alone Discussion.,2025-01-25,Done,C-,No
S07032,History,Approach Test.,2025-01-04, Done ,A,Yes
S07498,History,Decide Who.,2024-12-20,Not Done,F,No
S00427,Math,Customer Too.,2024-10-22,Not Done,A+,-
S02190,English,Pay Western.,2025-02-03,Not Done,A,No
S01216,Science,Where Public Option.,2025-01-20,Done,F,-
S06429,Science,Father Need.,2025-01-24,Not Done,D,-
S05687,Geography,Recent History.,2024-09-14,Not Done,D,No
S01950,English,During Address.,2024-11-26,Not Done,A,-
S10662,Arabic,Lot Nature.,2024-12-20,Not Done,F,No
S11087,Science,Step Policy Box.,2024-12-19, Done ,B-,No
S01154,History,Concern Instead.,2024-12-24,Done,B,Yes
S01887,Math,Attention Program Central Pm.,2025-01-27,Done,A,Yes
S01403,Science,Throw Because Money.,2025-02-10,Done,C,Yes
S00626,English,Person Note Physical Writer.,2024-12-16,Done,A,No
S00661,History,Choose Citizen Later.,2025-01-30,Not Done,B-,No
S06425,Arabic,Task.,2024-09-11,Done,D,-
S07017,English,Perhaps Participant.,2024-12-28, Done ,C,No
S05064,Arabic,Away Left.,2024-10-01,Pending,D,No
S07706,Math,Radio.,2024-09-30,Done,A,Yes
S04249,Arabic,Wait Yourself Follow Lay.,2024-10-31,Done,C,-
S11022,English,Represent List.,2025-03-05,Done,C,Yes
S01968,History,That Executive Interesting.,2024-12-16,Done,F,Yes
S01441,Science,Including International.,2024-11-11, Done ,F,No
S04959,Science,Turn But Perhaps Do.,2024-10-17,Not Done,C-,-
S07926,History,Center Toward.,2024-10-21,Done,C,Yes
S00861,Math,Check.,2024-10-22,Done,C-,-
S05152,History,Foot Able American.,2025-02-03,Done,B-,-
S00386,History,Me During.,2025-01-31,Done,F,-
S11004,Arabic,Field Leave These.,2025-01-26,Not Done,C,-
S01987,Arabic,Low Century Would.,2024-10-24,Pending,D,-
S09243,History,Operation Somebody Similar.,2024-09-09,Pending,C,Yes
S01741,English,Nothing Realize Stay.,2024-12-15,Done,C,Yes
S02056,Arabic,Provide Current Senior In.,2024-10-02,Not Done,A+,No
S08741,English,Usually Identify.,2024-11-04,Done,B-,Yes
S07288,Geography,War Tax.,2024-09-10,Pending,A+,No
S10537,Math,Relate.,2025-01-04,Done,B,Yes
S09391,English,Sea Pretty.,2024-11-08,Not Done,C,Yes
S02211,Geography,Me Third.,2025-02-04,Not Done,A,-
S02914,Arabic,Those While.,2025-02-11,Not Done,D,No
S01068,English,Too About Put Wonder.,2025-01-22,Not Done,B,Yes
S06901,Geography,Look Test Indeed.,2024-12-19,Not Done,A,Yes
S02204,History,Together Street Explain.,2025-01-08,Not Done,B,Yes
S05807,Arabic,Item Stop.,2024-09-08,Done,C,Yes
S00109,Math,Simple Budget Tax.,2025-01-08,Not Done,B,Yes
S00863,Arabic,Program Store Early.,2025-09-02,Pending,C-,-
S10947,Geography,Image Safe.,2025-02-14,Pending,A+,-
S02719,History,Mind Quickly.,2024-03-11,Done,D,-
S06231,Science,Result Just Stand.,2025-01-09,Not Done,A+,No
S05509,History,Hair Than.,2024-09-11,Done,A+,Yes
S05227,Math,Certainly Inside.,2025-01-19,Done,C-,-
S06899,English,Better Above.,2025-02-10, Done ,A+,No
S11133,Science,Ten Remain Need.,2024-12-19,Done,C-,Yes
S02104,History,Deep.,2024-09-19,Done,B-,Yes
S10009,Arabic,Around Rise Well.,2024-11-18,Not Done,B-,No
S07961,English,Gun.,2025-01-28,Done,C,Yes
S11687,Arabic,Box.,2024-12-08,Done,C-,No
S11772,History,Begin.,2024-10-09, Done ,B-,-
S10729,Science,Tree Worry.,2024-11-19,Done,D,Yes
S04540,English,Accept Property Him.,2024-11-09,Done,F,No
S09241,Geography,Type Sometimes Expert.,2025-01-26,Done,F,Yes
S11123,Arabic,Left Ahead.,2024-12-28,Done,C,-
S01544,English,Way Leader Position Actually.,2025-02-06,Pending,A,-
S08413,English,Bad.,2025-01-31,Not Done,A,No
S10660,History,Relate Somebody.,2024-10-22,Not Done,D,-
S01478,Geography,Exactly Point Daughter.,2025-01-05,Not Done,C,No
S05778,English,Trade.,2024-12-19,Not Done,C,Yes
S06971,Science,Some.,2025-01-07,Not Done,C-,-
S07803,Arabic,Respond Measure.,2024-12-11,Pending,C-,Yes
S10942,English,Professional It Front.,2024-09-30,Not Done,C,-
S09147,Geography,Star Their Course Recently.,2025-01-20, Done ,A+,Yes
S04570,English,Blood Skin Choose.,2025-09-02,Done,B,No
S00921,Arabic,Five Watch.,2024-12-28,Not Done,A,Yes
S06683,Science,Nothing Talk Size Health.,2024-12-30, Done ,B-,-
S10585,Geography,Actually Election Tend.,2025-03-01,Not Done,A,Yes
S01057,Geography,Left If Meet.,2024-11-06,Done,B,No
S05833,History,Amount Chance.,2025-02-10,Pending,C-,Yes
S07386,English,Listen Name Dinner.,2024-09-11, Done ,B,Yes
S11242,Science,Set Evening Behavior.,2025-01-17,Done,C,Yes
S01675,English,Yeah.,2024-10-19,Done,A+,Yes
S01065,English,Economy Discussion.,2025-03-06,Not Done,F,Yes
S06300,Arabic,Mean Detail Republican As.,2025-02-03,Not Done,D,-
S08590,Math,Show Full Few Career.,2024-12-09,Not Done,D,-
S07345,English,Next Message Tree.,2024-12-27, Done ,C,Yes
S07340,Math,Sort Final.,2025-01-29, Done ,B-,Yes
S05280,Arabic,Page Open.,2025-02-16,Done,C-,Yes
S02901,Arabic,Never May Your.,2024-12-19,Done,C-,-
S08018,Geography,Candidate No.,2024-10-26,Pending,A,Yes
S08445,English,Cell Describe Cut.,2025-01-25, Done ,C,No
S09445,Arabic,Night Fall.,2025-01-30, Done ,C,Yes
S08614,Science,Candidate Must.,2024-11-13,Not Done,B,No
S03440,Science,Determine I Skill.,2024-10-11,Done,F,Yes
S01417,History,Have Attorney Itself.,2024-11-07,Pending,D,-
S02097,Science,Performance Call Stand.,2025-01-08,Pending,A,-
S11750,Arabic,Ok All.,2024-09-19,Not Done,B,-
S08254,History,Movie.,2024-12-29,Not Done,C-,-
S02963,English,Name In Article.,2024-09-15,Not Done,D,-
S00752,Arabic,Evidence Attention.,2024-11-04,Not Done,D,No
S08676,Math,Wind Author Community.,2024-11-22,Done,C-,Yes
S06626,English,Fine Mean.,2025-01-30,Pending,A+,-
S11524,Geography,Rock Mind.,2024-11-14, Done ,A,No
S09421,Science,Professional Class Myself.,2024-09-25,Done,A,No
S03039,English,Seven Save There.,2024-12-05,Done,C,Yes
S01119,Geography,Send Political Rate.,2024-10-31,Not Done,A,-
S08114,Science,Action Rise Read.,2025-01-27,Done,B-,Yes
S11540,English,Ability Firm Camera Least.,2024-11-09,Done,B,No
S04212,English,Gun Ground Officer.,2024-06-10,Not Done,C,-
S03277,History,Finish Note Agent Nothing.,2025-01-27,Pending,B-,Yes
S00360,English,Language Compare Card.,2025-01-31,Not Done,D,Yes
S00447,Arabic,Drug Bad Medical.,2024-11-18,Pending,A+,-
S01403,History,She Point.,2024-09-25,Not Done,C-,No
S03074,English,Party Wonder Economic Manage.,2025-02-20,Not Done,D,No
S08834,Arabic,About Upon.,2025-01-19,Not Done,C-,-
S00478,Math,Speech Number.,2024-10-21, Done ,A,No
S07817,English,Present Own Draw Will.,2024-09-30, Done ,C-,-
S05455,English,While Poor Use.,2024-10-09,Done,A,-
S02012,Science,Relate Music.,2024-11-15,Not Done,B,No
S06893,English,Red Election Production.,2025-02-02,Done,D,Yes
S03429,Arabic,At Fund.,2025-02-05,Done,A,Yes
S10746,Geography,Wrong.,2024-11-29,Not Done,B-,No
S07815,Science,Staff Put Do.,2025-02-11,Done,C-,Yes
S03208,Math,Both Seek Then.,2024-10-25,Done,A+,No
S06885,Arabic,Exist Prove Phone.,2025-02-06,Not Done,A,No
S03194,Science,Knowledge Father.,2025-02-05,Done,B,Yes
S08598,Geography,Show Perhaps.,2024-11-24,Not Done,B-,Yes
S09354,English,Mission Rich.,2025-02-23, Done ,A+,-
S10536,Science,Feel Nice Idea Pretty.,2024-10-11,Not Done,B,Yes
S02647,Arabic,Loss Deep.,2025-02-06, Done ,A,No
S11771,Science,Mean Investment So.,2024-12-12,Not Done,C,No
S09872,History,College.,2024-10-20,Done,A+,Yes
S08484,Geography,Visit Important Less.,2025-02-04,Not Done,B-,-
S03812,Science,Late.,2025-01-22, Done ,C-,Yes
S11409,Arabic,Professional Not Prevent.,2024-11-11,Done,D,Yes
S06046,English,Guy Forget Camera.,2024-11-08,Not Done,B,Yes
S03901,Geography,East.,2024-10-07,Not Done,A,-
S04288,Geography,Attack Modern Mission.,2025-08-02,Done,A,Yes
S09482,English,Thank South.,2025-02-21,Done,F,No
S04075,English,Skin Up Forget.,2024-11-23,Pending,C,Yes
S11680,Arabic,Coach Writer Brother.,2024-09-20,Not Done,C-,-
S09520,History,Ability Dark Same.,2025-01-22,Done,C,-
S09402,History,Them Light Relationship.,2024-10-25, Done ,D,-
S11698,Geography,This.,2025-01-23,Pending,C-,Yes
S10675,Science,Night Hand Staff.,2024-09-08,Pending,D,No
S01395,Geography,Research Data.,2025-01-13,Done,C-,Yes
S09829,Arabic,Woman Town Congress From.,2025-01-18,Pending,B-,Yes
S04245,History,Item Cup Affect Environment.,2024-11-28,Done,F,Yes
S09839,Geography,The Reason Song.,2025-02-28,Not Done,A,-
S01921,Geography,Dinner Scene.,2024-09-14,Done,B-,-
S08350,English,Firm Possible Such.,2024-11-23,Done,B,No
S04583,Science,Voice Knowledge He Far.,2024-11-30,Done,F,No
S09921,Math,Admit Record.,2024-12-24,Not Done,A,No
S00679,Arabic,Baby Challenge.,2025-01-18,Pending,A+,No
S10401,Arabic,Relate Laugh.,2024-09-12,Pending,D,Yes
S04475,Science,Everyone Important.,2024-10-20,Not Done,B,No
S10319,Geography,Focus Development American Begin.,2025-02-26,Done,B-,No
S01155,Math,Great Stand There.,2024-12-27, Done ,A+,No
S06702,Math,From Policy Toward.,2024-09-28,Not Done,B,-
S08897,History,Break Board Form Fast.,2025-02-09,Not Done,A+,Yes
S09721,Arabic,Prove Mind Affect.,2024-11-17,Done,F,No
S05489,History,Occur Pressure Door.,2024-12-24,Not Done,B,Yes
S03339,Science,Region Support Focus.,2024-09-12,Not Done,B,-
S10188,History,Beautiful Sea Affect Bag.,2024-12-12,Pending,B-,Yes
S10207,Geography,Similar Kind Scene.,2025-01-26,Done,C-,-
