Student_ID,Date,Subject,Attendance_Status
S04773,2024-04-04,History,Left Early
S11966,2024-04-01,Geography,Left Early
S11987,2025-01-03,History, Late
S09638,2024-06-25,History,Excused
S02513,2024-05-31,English,Absnt
S06001,2024-10-27,Science, Late
S05446,2024-12-23,History,Present 
S04876,2024-07-14,English,Excused
S10723,2024-03-22,Science, Late
S04352,2024-09-03,Math,Absent
S09149,2024-06-07,Geography,Late
S02399,2024-07-04,English,Present 
S08500,2024-12-05,Math,Present
S02125,2024-08-19,Math,Absent
S01906,2025-02-04,Geography,Present 
S07704,2024-11-20,Math,Absnt
S06574,2025-02-14,Science,Late
S11592,2025-03-01,Geography,Present
S09880,2024-12-05,Geography,Excused
S10366,2024-11-27,Arabic,Present
S08559,2025-02-24,Arabic,Excused
S02531,2024-08-02,History,Present
S01015,2025-02-09,History,Late
S04318,2025-01-05,Math,Absent
S04013,2024-12-08,Geography,Present
S09763,2024-08-23,English,Absnt
S07158,2024-12-04,English,Absent
S09852,2024-06-04,Math,Present 
S08176,2025-02-16,Geography,Late
S04377,2024-12-26,English,Left Early
S08868,2024-06-03,Geography,Excused
S06478,2024-08-24,Math,Absent
S00891,2025-02-17,Math,Excused
S03803,2024-08-27,English,Present
S05200,2024-10-17,English,Present
S06833,2025-01-16,History,Late
S06009,2024-10-28,English,Absnt
S00483,2025-01-08,History,Absnt
S00666,2024-08-04,Geography,Late
S07358,2025-01-30,Geography,Present 
S11704,2025-02-28,English,Present
S03758,2025-02-19,Geography,Excused
S01699,2024-06-11,History,Late
S07255,2024-04-20,Science,Absent
S03921,2024-04-21,History,Excused
S11519,2024-09-10,English, Late
S03232,2025-01-27,English,Late
S08559,2024-07-15,Science,Excused
S07313,2025-02-16,Science, Late
S00641,2024-03-13,Geography,Absent
S01114,2024-08-23,Arabic,Present
S01278,2024-08-13,Math,Absnt
S02341,2024-05-11,Arabic,Absnt
S00198,2024-09-18,Math,Left Early
S05135,2024-12-04,Math, Late
S04532,2024-04-26,Geography, Late
S08370,2024-08-13,Arabic, Late
S00363,2024-11-18,English,Excused
S10251,2024-05-28,Science,Present
S06458,2024-11-21,Arabic,Excused
S07575,2024-10-20,Geography, Late
S02158,2025-01-15,Arabic,Present
S09960,2024-09-18,English,Excused
S07872,2024-03-11,Arabic,Late
S00219,2024-09-30,English,Present 
S02537,2025-02-20,Arabic,Late
S07107,2024-10-06,Science,Present
S06425,2024-12-08,Science,Left Early
S03714,2024-09-29,Math,Left Early
S10589,2024-07-08,Geography,Excused
S00963,2024-06-09,Geography,Present
S03224,2025-01-12,History,Present
S08835,2024-03-11,Math,Present 
S10818,2024-11-06,History,Present
S10753,2024-07-27,Science,Late
S02515,2024-04-16,Math,Left Early
S02438,2024-03-14,English,Present 
S08025,2024-12-21,English,Absnt
S11801,2024-10-28,Math,Present
S03840,2024-08-27,History,Excused
S06263,2024-06-11,English, Late
S03128,2024-12-29,Geography,Absent
S01555,2024-05-05,Arabic,Left Early
S11428,2024-10-10,History, Late
S07216,2024-03-29,Geography, Late
S08999,2024-05-24,Geography,Present
S04905,2025-01-27,English,Absent
S02766,2024-10-24,Geography,Present
S10704,2024-12-20,English,Present 
S11032,2024-04-20,English, Late
S01093,2024-05-30,History,Left Early
S09372,2024-08-10,History,Present 
S08390,2024-05-31,Arabic,Present 
S00612,2024-03-20,Math,Absent
S10787,2024-08-21,Geography,Absent
S06671,2024-03-19,Science,Present
S11832,2024-06-10,Math,Late
S00856,2024-03-24,English,Absnt
S05315,2024-08-13,Math, Late
S01322,2025-02-03,Math,Left Early
S05102,2024-05-01,Science,Present
S01481,2024-06-28,English,Absent
S08441,2025-01-17,Geography,Present
S04105,2024-07-10,Geography,Present 
S11839,2025-02-24,History,Late
S09831,2025-02-02,Arabic,Left Early
S00288,2024-12-15,Geography,Late
S07752,2024-04-22,Arabic,Late
S01572,2025-01-01,History,Excused
S07682,2025-02-10,Arabic,Late
S07047,2024-12-25,Math,Excused
S01579,2024-03-23,History,Present
S11279,2024-11-04,Science,Excused
S00531,2024-11-03,History,Absnt
S07733,2024-04-13,Geography,Absent
S01651,2024-03-29,Geography,Absent
S00689,2024-11-24,History, Late
S06879,2024-04-14,Geography,Absnt
S03203,2024-04-28,Science, Late
S01641,2024-05-27,Math,Late
S03063,2025-02-22,Arabic,Excused
S07695,2024-11-15,Science,Absnt
S06407,2024-11-29,English,Present
S09784,2024-05-17,Math,Excused
S12016,2024-07-03,Geography,Late
S11613,2024-11-16,Science,Absent
S08937,2024-10-02,Science,Absnt
S00999,2025-02-25,Arabic, Late
S00019,2024-08-21,Geography,Present 
S11605,2024-07-19,Science,Present 
S08621,2024-05-13,Geography,Excused
S01249,2024-04-24,Arabic,Left Early
S06477,2024-07-13,English,Absent
S04543,2024-10-27,History,Absnt
S10363,2024-08-29,Geography,Present
S09478,2024-06-14,Science,Excused
S07431,2024-09-15,History,Left Early
S08520,2024-10-10,History,Absent
S06690,2024-09-03,Arabic,Present 
S06627,2024-03-27,History,Late
S06542,2024-06-19,Geography, Late
S10142,2024-12-22,Geography,Late
S03887,2024-11-20,History,Absent
S05451,2024-09-05,Math,Excused
S01214,2024-04-05,English,Excused
S11301,2024-07-03,History, Late
S02285,2024-12-04,English, Late
S00918,2024-10-12,Science,Late
S06643,2024-03-14,Arabic,Late
S06373,2024-09-14,History, Late
S00039,2024-04-16,English,Absent
S03169,2025-01-28,Science,Absent
S06338,2024-08-25,Arabic,Excused
S06184,2024-12-01,Math, Late
S00694,2025-02-24,History,Excused
S11712,2024-03-24,Arabic, Late
S07598,2025-02-09,Math,Absnt
S07954,2024-06-21,History, Late
S09070,2024-03-31,English,Present
S02089,2025-03-09,Science,Present 
S02195,2025-02-05,English,Present 
S09818,2025-02-03,Math,Present 
S04720,2024-07-05,Geography,Late
S03230,2024-08-01,History, Late
S10399,2025-01-03,Arabic,Left Early
S02328,2024-06-11,Math,Present 
S09497,2024-04-16,Arabic,Present
S07176,2024-08-20,Arabic,Absnt
S02990,2024-07-22,Science,Present 
S07508,2024-09-01,Science,Present
S08226,2024-06-18,Arabic,Late
S09928,2024-08-29,Science,Absnt
S07735,2024-04-20,History,Absent
S03262,2025-02-16,English,Excused
S11513,2025-01-02,Geography,Left Early
S11228,2024-08-15,Math,Present 
S10900,2024-11-17,Science,Excused
S04272,2024-04-07,Arabic, Late
S00688,2025-02-07,Geography,Late
S00379,2024-11-04,Science,Excused
S00567,2025-01-18,Arabic,Left Early
S11866,2024-10-03,Math,Absnt
S07851,2024-09-03,Science,Late
S04618,2024-10-01,Arabic,Present
S01637,2024-08-19,History,Present
S01860,2024-07-06,History,Absent
S12083,2024-07-16,Arabic,Absnt
S10447,2024-08-14,Science,Present 
S00757,2024-11-26,Geography,Present
S00599,2024-11-11,Science,Excused
S04891,2024-03-10,Math,Excused
S00681,2024-06-08,Geography,Present
S02177,2024-04-03,Math,Left Early
S00190,2024-04-21,Science,Late
S05698,2024-05-08,Arabic,Late
S10161,2024-11-01,History, Late
S02247,2024-08-26,History, Late
S03941,2024-10-06,Arabic, Late
S08715,2024-03-15,Arabic,Absnt
S04625,2024-03-30,Math,Absent
S04827,2024-08-11,Geography,Present 
S06505,2024-10-04,Arabic,Absnt
S09826,2025-01-18,Science,Left Early
S04096,2024-04-11,Geography,Left Early
S08854,2024-04-24,History,Late
S02065,2024-11-16,English,Left Early
S11911,2024-07-11,Geography,Late
S07337,2024-05-10,Math,Present 
S10639,2024-06-20,Math,Absnt
S11490,2024-12-09,Geography,Present
S10749,2024-06-01,Math,Left Early
S09308,2025-02-12,Geography, Late
S09358,2024-11-18,History,Present
S07736,2024-08-28,English,Absent
S11605,2024-08-21,History,Absent
S04024,2025-03-08,Geography,Excused
S00639,2024-11-26,Science, Late
S06177,2024-06-03,Geography,Absent
S07438,2024-12-03,History,Left Early
S03130,2024-09-28,Arabic,Present 
S08015,2025-02-07,Math,Late
S00468,2024-07-25,History, Late
S06869,2025-02-12,English,Present 
S03330,2024-11-29,Geography,Present 
S02853,2024-06-25,English,Present 
S11078,2024-08-27,Science,Absnt
S00656,2025-02-02,History,Excused
S05439,2025-01-01,Geography,Left Early
S08962,2024-10-06,Math,Present 
S02087,2024-03-15,Arabic, Late
S06627,2025-02-26,Geography,Late
S00953,2024-03-27,Science,Late
S06215,2025-02-17,Arabic,Excused
S05049,2024-06-04,Math,Excused
S03560,2024-11-05,Math,Absent
S02266,2024-07-10,Geography,Absent
S03179,2024-05-18,Arabic,Absnt
S10133,2024-03-29,Arabic,Absnt
S11863,2025-02-17,English,Late
S08729,2024-07-04,Science,Left Early
S03290,2024-06-15,Arabic,Left Early
S00191,2024-10-24,Math,Present
S09163,2024-04-22,English,Late
S04496,2024-07-19,Science,Present 
S07104,2024-03-10,Math,Absent
S10309,2024-06-29,English,Present
S11852,2025-02-07,History,Excused
S00176,2024-11-14,History,Present
S01168,2024-05-03,Geography,Present
S02833,2024-08-20,Geography,Late
S04011,2024-09-14,Science,Excused
S03005,2024-11-04,Arabic,Late
S02204,2024-08-01,Geography,Absnt
S10026,2024-12-05,Math,Late
S05713,2024-06-01,Geography, Late
S07497,2024-07-01,History,Excused
S09851,2024-05-05,Math,Absent
S04859,2024-03-24,History,Absnt
S04088,2024-07-31,Geography, Late
S08332,2025-02-10,Arabic,Late
S01115,2025-03-04,Science,Late
S04103,2024-09-18,Science,Present
S09004,2024-03-16,Geography,Late
S11532,2024-07-07,History,Present
S03634,2025-01-27,Math,Present 
S02046,2024-03-12,Arabic,Absent
S03637,2024-03-29,Science,Absent
S12130,2024-05-06,Arabic,Late
S08286,2024-10-22,Math,Present 
S05774,2024-05-22,Science,Present
S07423,2025-01-16,Arabic,Excused
S11204,2024-06-21,Arabic,Left Early
S03767,2024-12-24,Science,Late
S06397,2024-10-20,Geography, Late
S11517,2025-01-13,English, Late
S10743,2024-03-20,Math,Excused
S08191,2024-05-11,Arabic,Present 
S05528,2024-09-20,Science,Present 
S02505,2024-06-24,Arabic,Excused
S06303,2024-06-12,Science,Present
S04229,2024-04-19,History,Absnt
S05803,2024-09-12,History,Present 
S12022,2024-07-30,English,Late
S11480,2024-06-07,History,Late
S01871,2024-03-16,Math, Late
S02619,2024-05-22,English,Absnt
S02392,2025-01-20,History,Excused
S01379,2025-01-14,History,Left Early
S06472,2024-07-13,Geography,Late
S06235,2024-10-26,Geography, Late
S05185,2024-07-24,History,Absnt
S10417,2024-03-12,Arabic,Absnt
S02365,2024-08-31,Math,Excused
S11262,2024-05-16,Geography,Absent
S05215,2024-05-12,Science, Late
S04004,2024-06-05,Arabic,Present 
S02173,2024-10-09,English, Late
S04848,2024-05-07,Math,Present 
S03117,2024-03-17,History,Absent
S11060,2024-10-22,History,Present
S07303,2024-09-06,Geography,Present
S08515,2024-10-28,Science,Present
S01140,2024-06-23,English,Present
S12057,2025-01-07,English,Present
S01694,2025-02-02,Arabic,Excused
S02856,2024-10-16,History,Present 
S00277,2024-11-20,Arabic,Left Early
S11558,2024-08-20,English, Late
S10014,2024-09-28,English,Absent
S04036,2024-10-30,English,Excused
S01830,2025-02-18,English,Excused
S01439,2024-11-23,Math,Late
S09358,2024-05-21,Arabic, Late
S03650,2024-12-28,Science,Absnt
S11095,2024-04-06,History,Left Early
S04338,2024-10-21,History,Absnt
S10959,2025-02-16,Science,Absnt
S10186,2025-01-20,Arabic,Left Early
S03353,2024-11-24,Arabic, Late
S02700,2024-09-07,Arabic,Left Early
S08347,2024-11-29,English,Left Early
S11946,2024-12-15,History,Left Early
S00880,2025-02-20,Arabic,Late
S07882,2024-10-30,Science,Excused
S01429,2024-04-23,Math,Absnt
S06933,2024-09-05,Arabic,Absnt
S05331,2024-05-14,Arabic,Absnt
S11815,2025-01-24,Math, Late
S05471,2024-07-18,Arabic,Absent
S04535,2024-08-22,English,Present
S01089,2024-07-24,English,Present 
S05152,2025-02-10,Arabic,Present
S09239,2024-09-19,Geography,Absnt
S02864,2024-12-13,Science,Absnt
S08375,2024-05-09,Geography,Present 
S09837,2024-11-10,Science,Absnt
S04475,2024-07-22,Math,Present 
S01614,2024-12-31,Geography,Left Early
S01829,2025-02-02,English,Present
S02605,2024-10-18,Geography,Absnt
S04059,2024-06-28,Math, Late
S02122,2025-02-17,English,Late
S09298,2024-04-28,History,Late
S07122,2024-04-19,Math,Present 
S06860,2024-08-29,Math,Present 
S01084,2024-03-23,History,Absent
S02611,2024-11-18,Geography,Absnt
S05726,2024-08-12,History, Late
S06746,2024-06-28,Arabic,Present 
S06838,2024-10-05,Science,Absnt
S08327,2024-08-23,Arabic,Absnt
S06717,2024-05-22,Math,Absnt
S08316,2024-03-11,Math,Left Early
S07972,2024-08-10,Geography,Absent
S02081,2024-08-09,English,Late
S09524,2025-02-07,Math,Excused
S01142,2024-06-11,Arabic,Excused
S00825,2025-01-09,Geography, Late
S04584,2024-10-31,Science,Present
S03704,2024-03-11,Geography,Present 
S00408,2025-02-19,Math, Late
S03647,2024-10-27,History,Present
S03335,2024-05-22,Arabic,Present
S11655,2024-06-17,Arabic,Absnt
S11671,2024-10-22,History,Present
S02587,2024-12-23,Arabic,Excused
S02436,2025-02-23,Arabic,Excused
S10063,2024-12-21,Math,Left Early
S08593,2025-01-20,English,Present 
S02911,2025-01-06,History,Late
S02115,2024-06-19,Science,Absnt
S05807,2024-09-08,Science,Late
S04884,2024-04-03,Geography,Left Early
S02950,2024-10-19,Arabic,Present
S11699,2024-03-10,History, Late
S01714,2024-10-24,Science,Late
S00469,2024-10-06,Science,Present
S05693,2024-12-16,Math,Absnt
S12090,2024-05-01,Arabic,Late
S08482,2025-03-04,Geography, Late
S01075,2025-01-31,Math,Excused
S05586,2024-05-11,Science,Left Early
S03315,2024-12-12,Geography,Absnt
S10174,2024-11-22,Math,Left Early
S03036,2025-01-27,History,Absnt
S06648,2024-07-26,English,Present 
S10146,2024-10-13,English,Left Early
S02702,2025-02-20,Science,Excused
S10181,2024-08-10,Geography, Late
S07950,2024-12-18,Arabic,Absnt
S01873,2024-12-12,Arabic,Present 
S05833,2024-12-29,Arabic, Late
S09240,2025-02-26,History,Present
S06869,2024-06-05,Math,Absnt
S03945,2024-10-06,Geography,Absent
S06786,2024-08-20,Math,Present 
S03882,2024-06-11,English,Absent
S00345,2024-09-03,Science,Absent
S03721,2024-07-25,Science,Absent
S11386,2024-11-23,Arabic,Late
S04923,2025-02-23,History,Present
S06377,2024-08-13,English,Present
S04932,2025-03-09,English,Absnt
S04049,2025-02-15,Math,Present 
S00542,2024-05-08,History,Excused
S02787,2024-09-08,Geography,Left Early
S00426,2024-04-25,English, Late
S04716,2024-12-06,English,Present 
S09625,2024-06-29,English,Excused
S07526,2025-02-07,Arabic,Late
S06279,2024-05-13,Arabic,Late
S00919,2024-07-05,English,Absnt
S05329,2024-05-31,Geography, Late
S03809,2024-03-12,English,Absent
S01478,2024-12-26,Geography,Absent
S01259,2024-10-21,Math,Present
S11339,2024-11-21,Geography,Left Early
S03565,2024-06-15,Arabic,Absnt
S02381,2024-08-23,Science,Absent
S04393,2025-02-16,Math,Present
S06925,2024-11-01,English,Late
S07934,2024-11-30,Arabic, Late
S07412,2024-12-19,Geography, Late
S08150,2025-02-27,Math,Absent
S03507,2024-05-10,Math,Present 
S01658,2025-01-12,Science,Present
S02957,2024-12-17,Science,Excused
S01935,2024-08-29,Geography,Present 
S05179,2024-11-15,Geography, Late
S05687,2025-02-05,Science,Late
S06041,2024-06-28,Arabic,Present 
S10030,2024-03-24,Science,Left Early
S00832,2024-03-10,Arabic,Absnt
S06906,2024-11-01,Science,Absnt
S03415,2025-01-20,Math,Left Early
S00898,2024-11-09,History,Late
S07609,2025-01-05,Math,Absent
S04156,2024-09-27,Geography,Present
S09438,2024-06-24,English,Left Early
S00548,2024-05-06,Math,Present 
S04579,2024-03-21,Geography,Late
S08248,2024-05-15,Science,Absnt
S00132,2024-12-01,Science,Absnt
S00837,2024-11-14,Geography,Late
S00253,2024-08-18,History,Excused
S01930,2024-05-18,Geography,Left Early
S02048,2024-12-06,Arabic,Absnt
S02110,2024-04-27,Math,Left Early
S10057,2024-08-24,Geography,Absent
S00860,2024-07-15,English, Late
S00087,2024-12-14,History,Left Early
S05374,2024-06-14,Geography,Left Early
S04314,2024-12-26,Geography,Absent
S11584,2024-12-22,Math,Excused
S06152,2024-03-13,Arabic,Absent
S03538,2025-01-08,Arabic, Late
S04033,2024-11-23,History,Absnt
S05868,2025-03-03,Math,Late
S11685,2024-08-27,History,Excused
S05568,2024-03-12,Geography,Left Early
S06330,2024-04-18,Math,Present
S05491,2024-11-10,Geography,Left Early
S01442,2024-05-12,History,Present 
S08923,2024-12-24,Arabic, Late
S00157,2024-07-03,Math,Present
S11081,2024-07-05,Math,Excused
S03045,2024-04-27,English,Present
S07632,2025-02-20,Math,Left Early
S03067,2024-08-25,Science, Late
S00151,2024-12-23,Arabic,Present
S03727,2024-12-23,English,Late
S03940,2024-07-18,English,Absent
S00957,2025-02-17,Math,Excused
S11902,2024-06-23,Geography,Absent
S03174,2024-09-12,English,Left Early
S07951,2024-12-28,English,Left Early
S01713,2024-05-02,Math,Left Early
S11846,2024-07-29,History, Late
S09076,2024-03-13,English, Late
S05030,2024-05-05,History,Present
S03141,2024-04-08,Geography,Absent
S09040,2024-06-24,Science,Left Early
S12156,2024-11-26,History,Excused
S11310,2025-03-08,Geography,Present 
S06472,2024-06-09,English,Late
S07495,2024-08-20,Arabic,Present
S07784,2024-09-09,Geography,Present 
S11385,2024-08-20,Science,Present
S03223,2024-08-20,Arabic,Absent
S09776,2024-07-27,Arabic,Late
S01022,2025-02-23,History,Excused
S08664,2024-05-28,Math,Absent
S06494,2025-02-19,Geography,Present
S05178,2024-11-03,English,Present
S03868,2025-01-19,Math,Present 
S05010,2025-01-09,Geography,Present 
S11601,2024-09-28,English, Late
S10767,2024-04-23,Arabic,Left Early
S08524,2025-01-14,Geography,Late
S10272,2024-07-06,Science,Late
S10828,2024-03-24,History,Absent
S01524,2024-10-12,English,Absnt
S04717,2024-03-31,Arabic,Absnt
S10260,2024-09-28,Geography,Absnt
S01889,2024-06-21,Math,Present 
S02476,2024-12-09,History, Late
S05423,2025-02-10,English,Present
S10622,2024-12-12,Science,Absnt
S01885,2025-02-05,Science,Present 
S10311,2024-12-17,Geography,Present
S00292,2024-06-29,English,Absent
S03465,2025-01-16,Math,Present
S02189,2024-10-28,English,Left Early
S01656,2024-08-30,Geography,Excused
S05956,2025-02-26,English,Left Early
S08996,2024-10-30,History,Absent
S06335,2025-01-04,English,Late
S05738,2024-12-16,Science,Excused
S10777,2024-07-04,Arabic,Present
S11766,2025-01-26,History,Absent
S09524,2025-02-22,Science,Absent
S02436,2025-02-04,Math,Present 
S01889,2024-04-25,Science,Present
S03181,2024-10-08,Geography,Present 
S03460,2024-04-08,English,Present 
S00921,2024-03-18,Geography,Left Early
S11147,2024-11-21,History,Present
S01697,2024-03-13,Math, Late
S09622,2025-01-26,Geography,Present
S09482,2024-10-17,Geography,Excused
S11927,2025-02-10,Arabic,Absnt
S08660,2024-07-11,History, Late
S10270,2024-10-01,Math,Late
S11160,2024-11-05,Science,Left Early
S00846,2024-06-21,Math,Present
S02339,2024-04-05,Science,Left Early
S05917,2024-12-13,History,Present 
S01800,2024-08-13,Arabic,Absnt
S03555,2024-10-30,Science,Present 
S05800,2024-07-26,Math,Absent
S07482,2024-06-18,Geography, Late
S01161,2024-10-08,Arabic,Present 
S08616,2025-02-25,Science, Late
S07799,2024-04-05,Arabic,Present 
S02487,2024-03-10,English,Late
S00796,2024-05-11,History,Excused
S10135,2024-04-04,English, Late
S04494,2025-02-16,Math,Present
S06928,2025-02-09,Arabic,Absent
S05636,2024-11-26,Science,Late
S11198,2024-03-24,English,Left Early
S11825,2024-09-21,History, Late
S03578,2025-01-16,History, Late
S06227,2024-10-27,English,Present 
S01090,2024-11-17,Math,Absnt
S10284,2024-07-24,Science,Absnt
S07789,2024-05-10,History,Absent
S09023,2024-07-05,Arabic, Late
S09090,2025-01-03,English,Absnt
S10293,2024-07-03,Math,Absnt
S08113,2024-03-11,Geography,Excused
S00542,2024-05-07,Geography,Left Early
S01364,2024-12-05,Geography,Absnt
S08607,2024-06-13,English,Absent
S11660,2024-12-12,English,Excused
S08730,2024-06-18,English,Excused
S11036,2024-05-05,Arabic,Present 
S06117,2024-06-03,Science,Present
S04764,2024-08-22,Math,Present 
S10431,2024-04-19,Arabic, Late
S00792,2024-04-22,Science,Absent
S10970,2024-11-14,Geography,Absent
S04055,2024-10-29,Science,Absent
S02628,2024-09-09,English,Absent
S08225,2024-04-28,Arabic, Late
S09067,2024-12-29,Science,Left Early
S09408,2025-02-28,Math,Absnt
S08937,2024-12-14,Math,Absent
S09407,2024-04-26,Arabic,Present 
S01674,2025-02-22,Science,Present
S03458,2025-02-15,Science, Late
S05678,2024-04-17,Arabic,Absent
S07508,2025-01-17,Arabic,Left Early
S02079,2024-10-04,English,Absnt
S03239,2024-11-20,Science,Left Early
S01224,2024-11-22,Arabic,Left Early
S07714,2024-09-30,Science,Late
S01211,2024-11-25,Science,Late
S04529,2024-10-25,History,Absent
S07508,2024-12-14,Math,Absnt
S06282,2025-01-16,History,Present 
S08006,2025-01-18,History,Late
S00948,2025-01-28,Math,Absent
S04254,2024-10-12,Science, Late
S00660,2024-09-06,English,Late
S06021,2025-01-30,History,Late
S11670,2024-07-09,English,Absent
S03110,2024-09-24,English,Left Early
S07793,2024-08-09,English,Absnt
S01397,2024-12-02,Geography,Present 
S06537,2024-09-23,History,Present
S00490,2024-12-18,History, Late
S10002,2024-06-21,English,Excused
S07342,2024-12-10,Math,Present 
S04846,2024-08-29,History,Absent
S00640,2024-05-13,Arabic,Left Early
S11705,2024-06-09,Math,Late
S06174,2024-04-23,Math,Present 
S06299,2024-05-10,Arabic,Late
S04847,2024-12-17,Science,Present 
S03032,2024-12-23,English, Late
S06586,2024-03-23,Arabic,Excused
S09423,2025-02-06,Arabic,Absent
S11490,2024-06-24,Science,Absent
S11655,2024-08-27,Geography,Absent
S09391,2025-02-21,Arabic,Left Early
S06874,2024-03-21,Geography,Present 
S05710,2024-12-23,History,Present
S08509,2024-12-15,History,Absent
S11427,2024-08-05,History,Present 
S03111,2024-05-12,Math,Left Early
S03492,2025-01-14,Arabic,Absent
S09569,2024-04-22,English,Excused
S04102,2025-02-11,Science,Left Early
S11510,2024-06-05,English, Late
S05043,2024-11-04,Science,Present 
S07967,2024-03-13,Math,Absent
S11894,2024-06-27,Science,Absnt
S07126,2025-02-21,Science,Excused
S09619,2024-10-17,History,Late
S09106,2024-10-06,Science,Late
S00344,2024-11-09,Math,Absent
S11815,2024-05-18,English,Present 
S01954,2024-06-21,Geography,Excused
S07448,2024-07-03,English,Late
S10970,2024-11-19,Math,Present 
S11998,2024-10-22,English,Present
S07840,2024-05-09,Geography,Absnt
S01221,2024-08-28,Geography,Excused
S06159,2024-09-20,History,Excused
S11624,2025-02-14,English,Absnt
S02655,2024-03-31,History,Absent
S11845,2024-03-20,Math,Excused
S11568,2024-06-18,English,Excused
S08214,2024-04-06,Arabic,Present
S11006,2024-08-04,Arabic, Late
S00699,2024-03-26,History, Late
S10246,2024-11-15,English,Absent
S05047,2024-07-09,History,Absent
S11993,2024-03-30,Geography,Present 
S07078,2024-08-14,Science,Present 
S07179,2024-06-14,Geography,Present
S01432,2025-01-05,Science, Late
S00723,2024-07-11,Arabic,Present 
S08289,2025-03-08,Science,Late
S02233,2024-08-05,Arabic, Late
S04307,2024-08-11,Arabic,Present 
S10486,2024-09-22,English,Excused
S09463,2024-06-15,English, Late
S01162,2024-12-16,English,Present 
S06863,2024-08-30,English,Absent
S06995,2024-10-26,Arabic,Present
S09449,2024-05-31,Arabic,Excused
S10948,2024-10-23,Science,Late
S11576,2024-10-24,History, Late
S05653,2024-08-08,Geography,Excused
S09683,2024-11-05,English,Present
S02066,2025-03-01,Arabic,Excused
S09204,2025-01-28,English,Excused
S04293,2024-07-24,Math,Absnt
S03730,2025-01-18,History,Present
S05805,2024-03-18,English,Late
S00724,2024-09-06,English,Absent
S02541,2024-05-09,Geography,Left Early
S00900,2024-11-09,Math,Present
S10575,2024-06-06,History,Absent
S04530,2024-09-13,Geography,Absent
S05075,2024-12-12,History,Late
S03431,2024-04-16,English,Absnt
S09508,2025-02-18,Geography,Late
S04349,2024-08-15,History,Present 
S02420,2024-03-09,Science,Present 
S07423,2024-10-12,Math, Late
S06618,2024-12-30,Geography, Late
S08247,2024-10-09,English,Left Early
S00080,2024-07-24,Geography,Left Early
S06832,2025-03-08,Science,Absent
S06501,2024-07-26,Geography,Excused
S11546,2024-08-23,Math,Absnt
S05925,2024-04-26,Geography,Present 
S03595,2024-11-17,Geography,Absent
S08888,2024-10-23,Arabic,Excused
S04364,2025-02-20,Arabic,Present
S04411,2025-01-09,Math,Late
S02509,2024-09-21,Arabic,Excused
S02182,2025-03-09,Arabic,Present
S02396,2024-12-02,English,Present 
S09789,2024-03-23,History, Late
S02366,2024-11-02,Science,Present 
S01978,2024-11-29,English,Absent
S07119,2024-07-29,History,Absnt
S09132,2024-10-21,History,Excused
S05639,2024-05-21,English,Absnt
S10959,2024-12-04,History,Excused
S04125,2024-08-13,Geography,Late
S10764,2024-04-27,History, Late
S04031,2024-12-08,Math, Late
S01893,2024-03-14,Geography,Left Early
S07231,2024-04-21,History, Late
S06794,2024-05-25,History,Present
S09887,2024-09-09,Math,Excused
S09254,2024-12-04,Geography,Late
S07053,2024-08-06,Geography,Excused
S01966,2025-01-26,Math,Absent
S11106,2025-02-12,History,Present 
S04790,2024-03-13,Math,Left Early
S10967,2024-10-06,Geography,Late
S07126,2024-10-17,Math,Present
S09257,2024-10-09,English,Absent
S08234,2025-01-21,Geography,Left Early
S05332,2024-07-09,Arabic,Absnt
S06885,2024-10-23,Geography,Absnt
S05932,2024-11-08,Science,Absent
S09314,2025-01-18,History,Left Early
S01572,2024-03-24,Geography, Late
S02529,2024-12-12,Math,Absnt
S04961,2024-07-16,Geography,Excused
S01630,2024-11-13,Science,Present 
S08875,2025-03-02,Geography,Absnt
S08477,2025-02-17,English,Left Early
S09762,2024-08-25,English,Excused
S08505,2024-07-18,Geography,Absnt
S08065,2024-09-21,Arabic,Late
S03716,2024-11-29,History,Left Early
S00918,2024-06-12,English,Left Early
S01934,2024-06-13,Geography,Left Early
S05706,2024-10-09,Geography,Left Early
S10886,2024-11-16,History, Late
S10860,2024-06-25,English,Late
S09492,2024-06-25,Math,Late
S10460,2025-01-18,Math,Excused
S11499,2024-08-29,Arabic,Late
S10696,2024-09-26,Science,Present
S01543,2025-01-04,Arabic,Absent
S02669,2024-12-31,Arabic,Absnt
S01201,2024-05-12,Arabic,Late
S04561,2024-11-20,English,Excused
S08530,2024-08-16,Arabic,Absnt
S08136,2024-04-01,Geography,Excused
S04805,2025-02-02,History, Late
S04881,2025-02-28,Arabic,Present
S09782,2024-09-16,Arabic,Late
S04844,2024-07-13,Arabic,Excused
S03515,2024-07-17,Arabic,Left Early
S03783,2024-09-22,Science, Late
S00341,2024-05-13,Science,Absent
S00909,2025-02-09,Science,Absent
S10938,2024-12-20,English,Present
S05572,2024-06-04,History,Absent
S03500,2025-02-23,Geography,Present
S08714,2024-05-27,Geography, Late
S05462,2024-11-18,Math,Present 
S07086,2024-09-15,Arabic,Excused
S01021,2024-05-05,Geography,Absent
S05727,2024-11-02,English,Excused
S09446,2024-11-27,Geography,Excused
S08218,2024-07-24,Arabic,Present 
S10040,2024-08-10,English,Present
S09887,2024-04-07,History,Late
S05641,2024-11-13,Science,Late
S08643,2024-08-21,Science,Late
S00312,2024-07-22,Math,Absent
S06912,2024-07-21,Science,Left Early
S05772,2025-01-29,Math,Present 
